編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPQNMLPKJIIGFEN78DA,2,139.96,住家用,鋼筋混凝土造,110年11月23日,三層,一層 二層 三層 見其他登記事項,全筆移轉
RPSOMLQKJIIGFAN78DA,33,17.20,梯間、公共設施,鋼筋混凝土造,79年10月4日,六層,,持分移轉
RPSOMLQKJIIGFAN78DA,33,31.93,避難室、停車空間,鋼筋混凝土造,79年10月4日,六層,地下層,持分移轉
RPSOMLQKJIIGFAN78DA,33,116.10,住家用,鋼筋混凝土造,79年10月4日,六層,六層 陽台,全筆移轉
RPSOMLKLJIIGFAN28DA,44,90.80,住家用,加強磚造,68年7月20日,二層,一層 二層,全筆移轉
RPVNMLRKJIIGFDN76DA,40,68.26,住家用,鋼筋混凝土造,72年10月13日,五層,三層 陽台,全筆移轉
RPVNMLRKJIIGFDN76DA,40,5.71,（梯間）共同使用部份,鋼筋混凝土造,72年10月13日,五層,,持分移轉
RPVNMLRKJIIGFDN76DA,40,4.92,（避難室）共同使用部份,鋼筋混凝土造,72年10月13日,五層,,持分移轉
RPPNMLKLJIIGFDN18DA,27,130.10,住家用,鋼筋混凝土造,85年6月28日,三層,一層 二層 三層 陽台 平台,全筆移轉
RPQNMLTJJIIGFGN66DA,41,118.87,住家用,鐵筋加強磚造,71年12月25日,二層,一層 二層 騎樓,全筆移轉
RPPNMLLLJIIGFAN08EA,28,89.80,住家用,鋼筋混凝土造,85年1月26日,五層,二層 陽台,全筆移轉
RPSOMLMLJIIGFAN48DA,28,24.23,住家用,鋼筋混凝土造,85年3月21日,十三層,四層 陽台,全筆移轉
RPSOMLMLJIIGFAN48DA,28,11.03,避難室、停車空間、走道、樓梯,鋼筋混凝土造,85年3月21日,十三層,,持分移轉
RPRNMLSJJIIGFCN88DA,28,59.50,住家用,鋼筋混凝土造,84年8月11日,八層,四層 陽台 花台,全筆移轉
RPRNMLSJJIIGFCN88DA,28,16.65,門廊、梯間、機械房、停車場、避難室等,鋼筋混凝土造,84年8月11日,八層,,持分移轉
RPTNMLKLJIIGFEN68DA,51,160.17,住商用,鋼筋混凝土加強磚造,61年10月1日,三層,一層 二層 三層,全筆移轉
RPPNMLMLJIIGFDN48EA,16,23.45,防空避難室兼停車空間，台電受電室，電信室，消防機房,鋼筋混凝土造,97年4月3日,七層,,持分移轉
RPPNMLMLJIIGFDN48EA,16,60.90,住家用,鋼筋混凝土造,97年4月3日,七層,五層 陽台 機械房 雨遮,全筆移轉
RPPNMLMLJIIGFDN48EA,16,11.26,樓梯間,鋼筋混凝土造,97年4月3日,七層,,持分移轉
RPPNMLPKJIIGFCN48DA,24,61.27,集合住宅,鋼筋混凝土造,88年10月14日,十三層,五層 陽台,全筆移轉
RPPNMLPKJIIGFCN48DA,24,15.83,防空避難室，人行道，中央管理室,鋼筋混凝土造,88年10月14日,十三層,,持分移轉
RPPNMLOLJIIGFEN68DA,28,143.91,住家用,鋼筋混凝土造,84年9月8日,三層,一層 二層 三層 陽台 電梯樓梯間 花台 夾層 見其他登記事項,全筆移轉
RPVNMLRKJIIGFCN66DA,42,99.38,住商用,鋼筋混凝土加強磚造,70年12月30日,二層,一層 二層 騎樓,全筆移轉
RPTNMLLLJIIGFBN48DA,1,156.78,住宅、樓梯間,鋼筋混凝土造,111年9月26日,三層,一層 二層 三層 見其他登記事項,全筆移轉
RPSNMLNKJIIGFHN09DA,48,66.57,住家用,鋼筋混凝土加強磚造,65年4月9日,一層,一層,全筆移轉
RPUNMLNKJIIGFHN66DA,40,181.83,住家用,鋼筋混凝土加強磚造,72年6月2日,三層,一層 二層 三層 騎樓,全筆移轉
RPRNMLKKJIIGFEN38DA,43,101.24,住商用,鋼筋混凝土造,70年3月19日,二層,一層 二層 騎樓,全筆移轉
RPQNMLOLJIIGFEN78DA,47,139.36,住家用,加強磚造,65年7月20日,二層,一層 二層,全筆移轉
RPSNMLLLRHIGFAN98DA,54,283.63,住家用,鋼筋混凝土加強磚造,62年2月21日,四層,一層 二層 三層 四層 騎樓,全筆移轉
RPVNMLOLJIIGFAN88DA,42,78.40,住家用,鋼筋混凝土造,70年5月13日,五層,五層,全筆移轉
RPQNMLLLJIIGFEN48DA,1,79.96,集合住宅,鋼筋混凝土造,112年4月24日,五層,五層 陽台,全筆移轉
RPQNMLLLJIIGFEN48DA,1,37.52,集合住宅、停車空間（共有部分）,鋼筋混凝土造,112年4月24日,五層,,持分移轉
RPTNMLNKJIIGFFN98DA,41,110.34,住商用,鋼筋混凝土造,72年2月4日,二層,一層 二層 騎樓,全筆移轉
RPQNMLRLJIIGFAN68DA,47,88.00,住家用,鋼筋混凝土加強磚造,65年8月23日,二層,一層 二層,全筆移轉
RPQNMLTJJIIGFHN76DA,15,206.00,住商用,鋼筋混凝土造,97年7月23日,四層,一層 二層 三層 四層,全筆移轉
RPOOMLKLJIIGFDN18DA,35,142.06,住家用,鋼筋混凝土造,78年3月15日,二層,一層 二層,全筆移轉
RPQNMLSLJIIGFFN66DA,7,157.77,住宅,鋼筋混凝土造,105年9月9日,三層,一層 二層 三層 陽台 見其他登記事項,全筆移轉
RPPNMLLLJIIGFGN58DA,1,163.10,Ｈ２住宅,鋼筋混凝土造,111年7月6日,三層,一層 二層 三層 陽台,全筆移轉
RPQNMLLLJIIGFGN68DA,1,163.82,Ｈ２住宅,鋼筋混凝土造,111年7月6日,三層,一層 二層 三層 陽台,全筆移轉
RPTNMLOLJIIGFHN76DA,1,153.95,住家用,鋼筋混凝土造,111年9月30日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPPNMLSLJIIGFDN98DA,2,251.73,停車空間、住宅、機電設備空間,鋼筋混凝土造,110年6月16日,五層,一層 二層 三層 四層 五層 陽台,全筆移轉
RPRNMLKMJIIGFAN18DA,28,223.84,住家用,鋼筋混凝土造,84年7月8日,三層,一層 二層 三層 見其他登記事項,全筆移轉
RPQNMLSLJIIGFBN88DA,4,174.55,住宅、樓梯間,鋼筋混凝土造,108年11月25日,三層,一層 二層 三層 見其他登記事項,全筆移轉
RPXNMLLLJIIGFBN88DA,23,176.23,住商用,鋼筋混凝土造,90年1月16日,四層,一層 二層 三層 四層 陽台 騎樓,全筆移轉
RPXNMLTLJIIGFCN17DA,25,222.88,住家用,鋼筋混凝土造,87年6月1日,三層,一層 二層 三層,全筆移轉
RPRNMLKMJIIGFCN38DA,25,58.02,避難室兼停車空間，雨遮，梯間，機械室，水箱,鋼筋混凝土造,88年1月14日,八層,,持分移轉
RPRNMLKMJIIGFCN38DA,25,101.06,住家用,鋼筋混凝土造,88年1月14日,八層,四層 陽台,全筆移轉
RPSNMLLJKIIGFEN58DA,,153.24,住宅、停車空間,鋼筋混凝土造,112年8月14日,三層,一層 二層 三層 陽台 見其他登記事項,全筆移轉
RPQNMLTLJIIGFFN76DA,,116.28,住宅,鋼筋混凝土造,112年7月20日,三層,一層 二層 三層,全筆移轉
RPRNMLMLJIIGFGN88DA,8,96.59,住家用,鋼筋混凝土造,104年12月30日,四層,一層 二層 三層 四層 陽台,持分移轉
RPQNMLTLJIIGFGN86DA,28,47.35,公共設施：停車空間．避難室．梯間,鋼筋混凝土造,84年8月12日,十層,,持分移轉
RPQNMLTLJIIGFGN86DA,28,91.71,集合住宅,鋼筋混凝土造,84年8月12日,十層,五層 陽台 走廊,全筆移轉
RPWNMLKMJIIGFGN66DA,41,127.44,住商用,加強磚造,71年11月24日,二層,一層 二層 騎樓 電梯樓梯間,全筆移轉
RPPNMLSLJIIGFHN76DA,1,153.95,住家用,鋼筋混凝土造,111年9月30日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPTNMLKLJIIGFDN58DA,1,195.56,住宅、停車空間,鋼筋混凝土造,111年11月11日,四層,一層 二層 三層 四層 屋頂突出物,全筆移轉
RPXNMLTLJIIGFBN07DA,1,169.83,住宅、停車空間、樓梯間,鋼筋混凝土造,112年1月19日,三層,一層 二層 三層 陽台 見其他登記事項,全筆移轉
RPQNMLSLJIIGFDN09DA,43,92.40,住家用,加強磚造,70年4月22日,二層,一層 二層,全筆移轉
RPOQMLKMJIIGFDN48DA,3,144.22,住宅,鋼筋混凝土造,109年11月16日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPVNMLLJKIIGFEN88DA,44,107.50,住商用,鋼筋混凝土加強磚造,69年2月14日,二層,一層 二層 騎樓,全筆移轉
RPSNMLOJKIIGFFN98DA,43,113.76,住商用,加強磚造,69年12月30日,二層,一層 二層 騎樓,全筆移轉
RPQNMLLJKIIGFGN58DA,1,125.69,住家用,鋼筋混凝土造,111年11月22日,三層,一層 二層 三層 陽台,全筆移轉
RPTNMLPKJIIGFHN76DA,1,199.70,住宅、樓梯間,鋼筋混凝土造,111年9月6日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPQNMLKMJIIGFHN78DA,1,166.58,住宅、停車空間,鋼筋混凝土造,111年9月30日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPPNMLKMJIIGFGN68EA,27,42.20,梯間．走廊．防空避難室．（公共設施）．停車空間門廳,鋼筋混凝土造,85年6月26日,八層,,持分移轉
RPPNMLKMJIIGFGN68EA,27,91.44,集合住宅,鋼筋混凝土造,85年6月26日,八層,二層 陽台,全筆移轉
RPPNMLMJKIIGFAN97DA,29,141.20,住家用,鋼筋混凝土造,83年12月21日,十二層,十一層 十二層 見其他登記事項,全筆移轉
RPPNMLMJKIIGFAN97DA,29,65.20,住家用,鋼筋混凝土造,83年12月21日,十二層,,持分移轉
RPQNMLOJKIIGFDN58DA,35,112.40,住家用,鋼筋混凝土造,77年12月23日,二層,一層 二層 夾層,全筆移轉
RPRNMLOJKIIGFDN68DA,26,36.58,住家用,鋼筋混凝土造,87年3月16日,十四層,十層 陽台,全筆移轉
RPRNMLOJKIIGFDN68DA,26,16.71,機房、水箱、走廊、電梯間等,鋼筋混凝土造,87年3月16日,十四層,,持分移轉
RPRNMLOJKIIGFDN68DA,26,4.99,走道、梯間,鋼筋混凝土造,87年3月16日,十四層,,持分移轉
RPWNMLTLJIIGFGN47DA,1,163.82,Ｈ２住宅,鋼筋混凝土造,111年7月6日,三層,一層 二層 三層 陽台,全筆移轉
RPROMLOLJIIGFAN58DA,1,71.50,集合住宅,鋼筋混凝土造,111年8月19日,十四層,六層 陽台,全筆移轉
RPROMLOLJIIGFAN58DA,1,96.57,停車空間、梯廳（排煙室）、升降機道、安全梯、汙水機房、消防機房、水箱、防空避難室兼停車空間、發電機房、台電配電室、受電室、電信機房、管委會使用空間、公共服務空間、有頂蓋型廣場式開放空間、梯廳、電梯機房、,鋼筋混凝土造,111年8月19日,十四層,,持分移轉
RPVNMLMLJIIGFGN66DA,17,357.13,店舖﹝日用品零售及服務業﹞、住宅,鋼筋混凝土造,95年9月19日,四層,一層 二層 三層 四層 陽台,全筆移轉
RPTNMLOJKIIGFDN88DA,33,128.70,住家用,鋼筋混凝土造,79年9月7日,七層,一層,全筆移轉
RPTNMLOJKIIGFDN88DA,33,16.70,共有部份,鋼筋混凝土造,79年9月7日,七層,,持分移轉
RPTNMLOJKIIGFDN88DA,33,24.43,避難室,鋼筋混凝土造,79年9月7日,七層,,持分移轉
RPTNMLOJKIIGFDN88DA,33,7.08,停車空間,鋼筋混凝土造,79年9月7日,七層,地下層,持分移轉
RPWNMLQJJIIGFDN66DA,5,73.94,集合住宅,鋼筋混凝土造,107年5月4日,十一層,八層 陽台 雨遮,全筆移轉
