鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings,termination type
民雄鄉,房地(土地+建物),嘉義縣民雄鄉正義二街,169.25,住,,,1120813,土地4建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,242.18,4,2,5,有,無,25800000,106532,,0.0,0,,RPPNMLOKQHIGFCQ66CB,中正-森學院,A棟10號,
民雄鄉,房地(土地+建物),嘉義縣民雄鄉正義二街,198.31,住,,,1120812,土地4建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,242.57,4,2,5,有,無,26800000,110484,,0.0,0,,RPQNMLOKQHIGFCQ76CB,中正-森學院,A棟11號,1120916全部解約
朴子市,房地(土地+建物),嘉義縣朴子市?溪口,121.12,,鄉村區,乙種建築用地,1120815,土地4建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,168.62,4,2,4,有,無,11500000,68201,,0.0,0,,RPRNMLLLQHIGFBQ66DB,嘉科鑫境,C棟11號,
朴子市,房地(土地+建物),嘉義縣朴子市?溪口,121.3,,鄉村區,乙種建築用地,1120815,土地4建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,168.62,4,2,4,有,無,11500000,68201,,0.0,0,,RPSNMLLLQHIGFBQ76DB,嘉科鑫境,C棟12號,
朴子市,房地(土地+建物),嘉義縣朴子市?溪口,127.7,,鄉村區,乙種建築用地,1120815,土地4建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,174.14,4,2,4,有,無,11500000,66039,,0.0,0,,RPPNMLMLQHIGFBQ56DB,嘉科鑫境,C棟13號,
朴子市,房地(土地+建物),嘉義縣朴子市?溪口,120.72,,鄉村區,乙種建築用地,1120815,土地4建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,168.62,4,2,4,有,無,11600000,68794,,0.0,0,,RPQNMLMLQHIGFBQ66DB,嘉科鑫境,C棟9號,
水上鄉,房地(土地+建物),嘉義縣水上鄉大崙國小南邊約250公尺,100.82,,鄉村區,乙種建築用地,1120815,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,142.32,4,2,3,有,無,8500000,59725,,0.0,0,,RPPNMLOLQHIGFDQ86CB,沐粼,A棟11號,
水上鄉,房地(土地+建物),嘉義縣水上鄉大崙國小南邊約250公尺,87.8,,鄉村區,乙種建築用地,1120815,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,141.87,3,2,4,有,無,8150000,57447,,0.0,0,,RPQNMLOLQHIGFDQ96CB,沐粼,A棟10號,
太保市,房地(土地+建物)+車位,嘉義縣太保市太保三路與縣府三街交叉口,27.61,住,,,1120814,土地1建物1車位1,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,133.09,3,2,2,有,無,11110000,83487,坡道平面,19.18,1600000,,RPPNMLPLQHIGFDQ96CB,清景麟嘉科,B棟11號,
