鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
宜蘭市,土地,艮門一段453地號,3.97,住,,,1121101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,210000,52897,,0.0,0,畸零地或有合併使用效益；,RPPNMLNKJIIGFBG57EA,0.0,0.0,0.0,無,
壯圍鄉,土地,五權段782-2地號,73.0,,特定農業區,甲種建築用地,1121106,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1435362,19662,,0.0,0,,RPOOMLKKJIIGFBG17DA,0.0,0.0,0.0,無,
冬山鄉,房地(土地+建物),宜蘭縣冬山鄉廣興路９０巷６０號,375.0,,特定農業區,農牧用地,1121103,土地1建物1車位0,全,三層,透天厝,農業用,鋼筋混凝土造,1000909,78.75,6,6,1,有,無,1000000,12698,,0.0,0,親屬間交易外甥,RPROMLNKJIIGFAG67DA,75.02,0.0,3.73,無,
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉德陽路２４４號五樓,25.33,住,,,1121106,土地2建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0721007,83.42999999999999,3,2,2,有,有,4300000,51540,,0.0,0,,RPOOMLQJJIIGFBG67DA,69.25,0.0,2.05,有,0001
宜蘭市,房地(土地+建物),宜蘭縣宜蘭市慶和街慶和巷６弄１８之２號,57.36,住,,,1121108,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0660314,75.76,4,2,2,有,無,8050000,106257,,0.0,0,增建範圍：一樓空地、一樓增建沿著加蓋至二樓。陽台外推；頂樓加蓋；其他增建；,RPRNMLTJJIIGFBG18DA,75.76,0.0,0.0,無,0002
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉和平路４０巷２２之４號六樓,11.28,住,,,1121101,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860513,51.79,1,0,1,有,有,2750000,53099,,0.0,0,,RPSNMLOKJIIGFBG97EA,33.32,0.0,0.0,有,0003
五結鄉,土地,錦草段277-3地號,560.23,,特定農業區,甲種建築用地,1121119,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,7731174,13800,,0.0,0,父母子關係親友、員工、共有人或其他特殊關係間之交易；,RPUOMLTJJIIGFAG48DA,0.0,0.0,0.0,無,
三星鄉,土地,雙賢一段153地號,467.09,,特定農業區,農牧用地,1121101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,990000,2120,,0.0,0,,RPPOMLPKJIIGFAG67DA,0.0,0.0,0.0,無,0004
壯圍鄉,土地,功勞段1121地號,110.0,,特定農業區,甲種建築用地,1121106,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1650000,15000,,0.0,0,,RPROMLQJJIIGFBG97DA,0.0,0.0,0.0,無,
員山鄉,房地(土地+建物),宜蘭縣員山鄉員山路一段５７３巷１３號,93.27,,特定農業區,甲種建築用地,1121102,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0691226,107.42,4,2,3,有,無,8800000,81921,,0.0,0,騎樓、防火巷增建頂樓加蓋；其他增建；,RPVNMLQKJIIGFBG38DA,107.42,0.0,0.0,無,0005
三星鄉,土地,福和段696地號,2650.29,,特定農業區,農牧用地,1121101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2405130,907,,0.0,0,本案為佃農優先承購。親友、員工、共有人或其他特殊關係間之交易；,RPRNMLQJJIIGFAG77DA,0.0,0.0,0.0,無,
五結鄉,房地(土地+建物),宜蘭縣五結鄉利澤東路４４號,78.16,,鄉村區,乙種建築用地,1121102,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0690116,96.6,0,2,2,有,無,3480000,36025,,0.0,0,其他增建:一樓後方空地頂樓加蓋；其他增建；,RPPNMLQKJIIGFAG67DA,96.6,0.0,0.0,無,
宜蘭市,房地(土地+建物),宜蘭縣宜蘭市東港路二段２４１號,23.33,商,,,1121101,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,,38.85,3,2,2,有,無,2000000,51480,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；其他增建；未登記建物；,RPPNMLQKJIIGFBG77DA,38.85,0.0,0.0,無,
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮南昌街５３巷３弄４之４號,28.8,住,,,1121101,土地3建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770210,76.33,3,2,1,有,無,3250000,42578,,0.0,0,,RPPPMLOKJIIGFAG67DA,69.57,0.0,0.0,無,0006
蘇澳鎮,房地(土地+建物),宜蘭縣蘇澳鎮神洲路１８號三樓　,32.0,商,,,1121102,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0771111,135.35,4,2,2,有,無,3100000,22904,,0.0,0,其他增建:陽台加窗其他增建；,RPQOMLPKJIIGFAG77DA,109.34,0.0,0.0,無,
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉忠孝路１巷１之３號五樓之二,21.51,住,,,1121108,土地1建物1車位0,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0971107,96.27,1,1,1,有,有,6800000,70635,,0.0,0,,RPUNMLTJJIIGFBG48DA,43.87,1.79,4.17,有,
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉白雲六路７巷８之５號,156.77,,特定農業區,甲種建築用地,1121105,土地7建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1050202,161.01,5,2,4,有,無,11380000,70679,,0.0,0,,RPSOMLQKJIIGFBG18DA,157.56,0.0,3.45,無,0007
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉中山路一段３１２之４號二樓,11.11,住,,,1121110,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840127,56.150000000000006,1,1,1,有,有,3300000,58771,,0.0,0,舅甥親友、員工、共有人或其他特殊關係間之交易；,RPPNMLKKJIIGFBG27EA,40.79,0.0,5.59,有,
五結鄉,房地(土地+建物)+車位,宜蘭縣五結鄉季水路清水三巷１５號,57.33,,鄉村區,乙種建築用地,1121105,土地1建物1車位1,一層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870602,167.28,3,1,2,有,無,3800000,22716,坡道平面,0.0,0,,RPROMLKLJIIGFAG47DA,106.34,0.0,11.36,有,
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮南興街１６號四樓之５,14.87,住,,,1121106,土地2建物1車位0,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1111021,42.510000000000005,1,1,1,有,有,3800000,89391,,0.0,0,增建部分：陽台外推、飾板做陽台使用。其他增建；,RPTOMLKLJIIGFAG67DA,23.79,0.0,1.58,有,0008
宜蘭市,房地(土地+建物),宜蘭縣宜蘭市梅洲一路２８號,3504.08,,工業區,丁種建築用地,1121107,土地4建物2車位0,全,四層,透天厝,辦公用,鋼筋混凝土（ＲＣ）、鋼骨造,1040423,4557.64,0,0,0,無,無,244000000,53536,,0.0,0,,RPROMLQKJIIGFBG08DA,4459.83,0.0,97.81,無,0009
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮頂埔路一段１５６巷２２號,107.97,,特定農業區,甲種建築用地,1121107,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0730224,111.92,6,2,3,有,無,4000000,35740,,0.0,0,頂樓加蓋；,RPQNMLKLJIIGFBG37DA,111.92,0.0,0.0,無,
壯圍鄉,土地,壯濱三段809-1地號,5.29,,鄉村區,乙種建築用地,1121114,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,65000,12287,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLKLJIIGFBG57DA,0.0,0.0,0.0,無,
宜蘭市,土地,女中段718地號,20.23,都市：其他:道路用地,,,1121103,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,200000,9886,,0.0,0,包含公共設施保留地用地；,RPPNMLKLJIIGFBG37EA,0.0,0.0,0.0,無,
宜蘭市,房地(土地+建物),宜蘭縣宜蘭市康樂路１０５號,43.81,商,,,1121103,土地1建物1車位0,一層，二層，騎樓,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800807,301.6,0,0,0,無,有,17000000,56366,,0.0,0,陽台外推；,RPPOMLQKJIIGFBG87DA,250.66,9.0,17.25,有,
