編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPWNMLNKJIIGFBM78DA,36,154.29,住家用,鋼筋混凝土造,76年10月30日,二層,一層 二層 屋頂突出物,全筆移轉
RPPNMLNKJIIGFAM08EA,18,216.98,農舍,加強磚造,94年12月12日,一層,一層,全筆移轉
RPPNMLRJJIIGFBM38DA,32,23.45,住家用,鋼筋混凝土造,80年9月20日,九層,六層 陽台,全筆移轉
RPPNMLRJJIIGFBM38DA,32,8.66,梯間、通道、機房、水箱,鋼筋混凝土造,80年9月20日,九層,,持分移轉
RPPNMLRJJIIGFBM38DA,32,4.71,避難室、梯間、變電室、水箱、機械室,鋼筋混凝土造,80年9月20日,十一層,,持分移轉
RPPOMLQJJIIGFBM38DA,33,156.79,住家用,鋼筋混凝土造,79年7月11日,三層,一層 二層 三層,全筆移轉
RPRNMLRKJIIGFDM88DA,28,34.45,管理員室、停車空間、梯間、水箱,鋼筋混凝土造,85年4月1日,四層,,持分移轉
RPRNMLRKJIIGFDM88DA,28,52.16,集合住宅,鋼筋混凝土造,85年4月1日,四層,三層 陽台,全筆移轉
RPTNMLKLJIIGFCM38DA,28,23.40,走道、機械房、門廳、騎樓、防空避難室兼停車場、梯間,鋼筋混凝土造,85年2月9日,十五層,,持分移轉
RPTNMLKLJIIGFCM38DA,28,105.55,集合住宅,鋼筋混凝土造,85年2月9日,十五層,十二層 陽台,全筆移轉
RPOOMLNLJIIGFCM28DA,43,65.60,住家用,鋼筋混凝土造,69年10月21日,四層,三層,全筆移轉
RPTNMLTJJIIGFAM88DA,32,149.00,住家用,鋼筋混凝土造,81年2月18日,三層,一層 二層 三層,全筆移轉
RPQNMLNLJIIGFAM18DA,9,172.41,住宅、停車空間,鋼筋混凝土造,103年10月23日,四層,一層 二層 三層 四層 陽台,全筆移轉
RPQNMLNLJIIGFAM18DA,9,.31,住家用,鋼筋混凝土造,103年10月23日,一層,一層,持分移轉
RPSNMLLLJIIGFCM38DA,22,163.44,農舍,鋼筋混凝土造,90年9月21日,一層,一層,全筆移轉
RPRNMLMLJIIGFBM28DA,7,177.09,住宅、樓梯間,鋼筋混凝土造,105年7月22日,三層,一層 二層 三層 陽台 見其他登記事項,全筆移轉
RPUNMLNKJIIGFBM58DA,1,167.81,住宅、樓梯間,鋼筋混凝土造,111年5月31日,三層,一層 二層 三層 陽台 見其他登記事項,全筆移轉
RPSNMLSLJIIGFCM09DA,,18.56,住家用,磚造,44年5月0日,一層,一層,全筆移轉
RPWNMLRLJIIGFCM76DA,26,169.39,住家用,鋼筋混凝土造,86年11月19日,四層,一層 二層 三層 四層 陽台 平台,全筆移轉
RPWNMLRLJIIGFCM76DA,26,105.11,商業用,鋼筋混凝土造,86年11月19日,,,持分移轉
RPRNMLLLJIIGFDM48EA,15,412.31,廠房、店舖、住宅,鋼筋混凝土造,97年8月7日,三層,一層 二層 三層 陽台 屋頂突出物 騎樓,全筆移轉
RPTNMLOLJIIGFAM58DA,26,100.34,住家用,鋼筋混凝土造,87年3月6日,九層,六層 陽台,全筆移轉
RPTNMLOLJIIGFAM58DA,26,14.38,停車空間,鋼筋混凝土造,87年3月6日,九層,,持分移轉
RPTNMLOLJIIGFAM58DA,26,7.09,停車空間,鋼筋混凝土造,87年3月6日,九層,,持分移轉
RPTNMLOLJIIGFAM58DA,26,12.41,梯間、管理員室、水箱、機械間,鋼筋混凝土造,87年3月6日,九層,,持分移轉
RPTNMLOLJIIGFAM58DA,26,.03,梯間、管理員室、水箱、機械間,鋼筋混凝土造,87年3月6日,九層,,持分移轉
RPTNMLOLJIIGFAM58DA,,.21,管理員室,鋼筋混凝土造,,九層,地下一層,持分移轉
RPTNMLMJJIIGFBM28DA,47,127.36,農舍,鋼筋混凝土加強磚造,66年4月30日,二層,一層 二層,全筆移轉
RPPNMLSLJIIGFCM78DA,50,76.45,住家用,鋼筋混凝土加強磚造,63年4月22日,二層,一層 二層,全筆移轉
RPPNMLRLJIIGFCM68DA,,144.94,住商用,鋼筋混凝土造,71年0月0日,三層,一層 二層 三層 騎樓,全筆移轉
RPRNMLKMJIIGFCM28DA,29,76.08,住家用,鋼筋混凝土造,83年5月28日,三層,一層 二層 三層,全筆移轉
RPUNMLKLJIIGFCM48DA,15,166.50,住宅、樓梯間,鋼筋混凝土造,97年11月18日,三層,一層 二層 三層 陽台 見其他登記事項,全筆移轉
RPSNMLTLJIIGFBM09DA,53,66.56,住家用,鋼筋混凝土加強磚造,59年5月8日,二層,一層 二層,全筆移轉
RPSNMLKMJIIGFCM38DA,44,80.19,住家用,加強磚造,69年2月8日,二層,一層 二層,全筆移轉
RPTNMLLJKIIGFCM38DA,,90.09,農舍,鋼骨造有牆,112年9月21日,一層,一層 見其他登記事項,全筆移轉
RPPNMLPLJIIGFBM38DA,15,171.62,住家用,鋼筋混凝土造,97年7月11日,三層,一層 二層 三層 陽台 見其他登記事項,全筆移轉
RPXNMLKMJIIGFCM88DA,37,159.10,住商用,鋼筋混凝土造,76年3月23日,二層,一層 二層 騎樓,全筆移轉
RPQNMLLJKIIGFCM08DA,31,127.35,住商用,鋼筋混凝土造,81年5月20日,三層,一層 二層 三層 騎樓,全筆移轉
RPSNMLTJJIIGFDM56EA,34,152.10,住家用,鋼筋混凝土造,78年10月4日,二層,一層 二層,全筆移轉
RPWNMLPKJIIGFBM98DA,30,86.56,住家用,鋼筋混凝土造,82年11月24日,七層,六層 陽台,全筆移轉
RPWNMLPKJIIGFBM98DA,30,32.21,防空避難室、停車空間、水箱、管理室、昇降機、梯間、機械室,鋼筋混凝土造,82年11月24日,七層,,持分移轉
RPSNMLKMJIIGFBM28DA,44,113.96,住商用,鋼筋混凝土加強磚造,68年6月28日,二層,一層 二層 騎樓,全筆移轉
RPQNMLLLJIIGFBM08DA,2,53.85,集合住宅,鋼筋混凝土造,110年9月10日,十五層,四層 陽台,全筆移轉
RPQNMLLLJIIGFBM08DA,2,44.32,本共有部分之項目有防空避難室兼停車空間、消防機房、雨水機房、水箱、梯廳兼排煙室、安全梯、停車空間、發電機房、台電配電室、電信室、電錶室、公共服務空間、管委會空間、車道、梯廳、排煙室、資源回收室、樓梯間、機械室及水錶室等２０項,鋼筋混凝土造,110年9月10日,十五層,,持分移轉
RPVNMLLJKIIGFCM58DA,1,310.33,住家用,ＲＣ造,111年9月7日,四層,一層 二層 三層 四層 陽台,全筆移轉
RPQNMLPJKIIGFCM48DA,37,107.78,住商用,鋼筋混凝土造,76年1月24日,二層,一層 二層 騎樓,全筆移轉
RPQNMLOKJIIGFAM18DA,29,85.63,住家用,鋼筋混凝土造,83年10月7日,十一層,六層 陽台 花台,全筆移轉
RPQNMLOKJIIGFAM18DA,29,33.27,屋頂突出物、梯間、警衛室、防空避難室、停車空間,鋼筋混凝土造,83年10月7日,十一層,,持分移轉
RPRNMLLJKIIGFAM97DA,23,165.47,住商用,鋼骨造,90年5月7日,三層,一層 二層 三層 屋頂突出物,全筆移轉
RPSNMLOJKIIGFBM48DA,,163.53,集合住宅、停車空間,鋼筋混凝土造,112年5月31日,四層,一層 二層 三層 四層 陽台,全筆移轉
RPTNMLOJKIIGFCM68DA,30,81.78,集合住宅,鋼筋混凝土造,83年1月14日,十一層,九層 陽台 花台,全筆移轉
RPTNMLOJKIIGFCM68DA,30,20.01,１﹒停車空間、防空避難室  ２﹒梯間、機械室、水箱,鋼筋混凝土造,83年1月14日,十一層,,持分移轉
RPQNMLKMJIIGFDM28DA,,78.26,農舍,鋼筋混凝土造,74年6月0日,一層,一層 騎樓,全筆移轉
RPQNMLKMJIIGFDM28DA,44,63.00,住家用,加強磚造,68年7月15日,一層,一層,全筆移轉
RPSNMLKLJIIGFCM28DA,41,89.04,店舖、住宅、人行道,鋼筋混凝土造,71年10月8日,二層,一層 二層 騎樓,全筆移轉
RPSNMLMJKIIGFCM38DA,30,78.01,集合住宅,鋼筋混凝土造,83年1月14日,十一層,九層 陽台 花台,全筆移轉
RPSNMLMJKIIGFCM38DA,30,19.32,１﹒停車空間、防空避難室  ２﹒梯間、機械室、水箱,鋼筋混凝土造,83年1月14日,十一層,,持分移轉
RPPNMLQJKIIGFDM58DA,28,25.97,集合住宅,鋼筋混凝土造,85年3月9日,七層,四層 陽台,全筆移轉
RPPNMLQJKIIGFDM58DA,28,4.32,防空避難室、停車空間、門廳、屋頂突出物等公共設施,鋼筋混凝土造,85年3月9日,七層,,持分移轉
RPPNMLQJKIIGFDM58DA,28,5.00,梯間、走道,鋼筋混凝土造,85年3月9日,七層,,持分移轉
RPQNMLNJIIIGFDM18DA,42,213.68,住商用,鋼筋混凝土加強磚造,70年7月22日,三層,一層 二層 三層 騎樓,全筆移轉
RPPNMLNKIIIGFAM97EA,41,59.90,店住房、住房,加強磚造,72年1月17日,二層,一層 二層,全筆移轉
RPRNMLNKIIIGFAM08DA,23,120.97,人行道、店舖、住宅,鋼骨造,90年3月8日,二層,一層 二層 騎樓,全筆移轉
RPROMLNKIIIGFAM18DA,43,122.30,住商用,鋼筋混凝土加強磚造,69年10月28日,三層,一層 二層 三層 騎樓,全筆移轉
RPSNMLQKIIIGFDM78DA,47,87.28,住家用,鋼筋混凝土加強磚造,65年4月28日,二層,一層 二層 騎樓,全筆移轉
RPUNMLQKIIIGFAM68DA,43,161.54,住家用,鋼筋混凝土加強磚造,69年10月20日,二層,一層 二層 騎樓,全筆移轉
RPUNMLQKIIIGFAM68DA,43,161.54,住家用,鋼筋混凝土加強磚造,69年10月20日,二層,一層 二層 騎樓,全筆移轉
RPTNMLNLIIIGFAM38DA,36,154.96,住家用,鋼筋混凝土加強磚造,76年10月1日,二層,一層 二層,全筆移轉
RPPNMLKLIIIGFAM67DA,89,56.00,住家用,磚石造,23年7月15日,一層,一層,全筆移轉
RPPNMLNLIIIGFCM18DA,43,73.13,住商用,ＲＣ加強磚造、加強磚木造,70年1月16日,二層,一層 二層,全筆移轉
RPVNMLNJIIIGFDM68DA,33,163.85,住家用,加強磚造,79年7月27日,三層,一層 二層 三層 陽台,全筆移轉
RPQNMLNLIIIGFDM38DA,,54.85,住家用,磚造,68年5月0日,一層,一層,全筆移轉
RPXNMLOJIIIGFBM78DA,1,257.34,住家用,鋼筋混凝土造,111年10月3日,五層,一層 二層 三層 四層 五層 陽台,全筆移轉
RPRNMLQKIIIGFDM68DA,43,74.88,廠房、倉庫,鋼筋混凝土加強磚造,70年2月10日,二層,一層 二層,全筆移轉
RPPNMLRLIIIGFAM48EA,28,200.86,住家用,鋼筋混凝土造,84年6月22日,三層,一層 二層 三層 陽台 平台 屋頂突出物 雨遮 地下層,全筆移轉
RPPNMLRLIIIGFAM48EA,28,21.81,住家用,鋼筋混凝土造,84年6月22日,三層,,持分移轉
RPRNMLNLIIIGFAM18DA,29,69.92,住家用,鋼筋混凝土造,83年11月21日,五層,一層 平台 花台,全筆移轉
RPRNMLNLIIIGFAM18DA,29,4.76,樓梯,鋼筋混凝土造,83年11月21日,五層,,持分移轉
RPQNMLNLIIIGFBM18DA,28,77.42,住家用,鋼筋混凝土造,84年9月12日,七層,四層 陽台,全筆移轉
RPQNMLNLIIIGFBM18DA,28,29.42,防空避難室、停車空間、水箱、受電室、機械房、梯間,鋼筋混凝土造,84年9月12日,七層,,持分移轉
RPSNMLOJIIIGFAM18DA,7,230.99,住宅、停車空間、樓梯間,鋼筋混凝土造,105年8月25日,四層,一層 二層 三層 四層 陽台 屋頂突出物,全筆移轉
RPPNMLTJIIIGFAM38DA,1,61.45,集合住宅,鋼筋混凝土造,112年3月27日,四層,二層 陽台,全筆移轉
RPPNMLTJIIIGFAM38DA,1,15.06,樓梯間（共用）,鋼筋混凝土造,112年3月27日,四層,,持分移轉
RPQNMLKLIIIGFCM97DA,31,169.35,住商用,鋼筋混凝土造,81年5月21日,三層,一層 二層 三層 騎樓,全筆移轉
RPQNMLLJJIIGFAM87EA,27,148.28,住家用,鋼筋混凝土造,85年11月21日,四層,一層 二層 三層 四層,全筆移轉
RPPNMLMJJIIGFAM87EA,41,59.90,店住房、住房,加強磚造,72年1月17日,二層,一層 二層,全筆移轉
RPSNMLRKIIIGFBM68DA,24,255.34,住商用,鋼筋混凝土造,88年8月2日,四層,一層 二層 三層 四層 陽台 騎樓,全筆移轉
RPPNMLNJJIIGFAM87DA,44,96.61,住家用,鋼筋混凝土加強磚造,68年10月1日,二層,一層 二層,全筆移轉
RPPNMLKMIIIGFCM97DA,43,63.74,住家用,加強磚造,69年10月4日,一層,一層,全筆移轉
RPXNMLQJJIIGFAM98DA,30,3.87,防空避難室、停車場,鋼筋混凝土造,82年12月8日,十層,,持分移轉
RPXNMLQJJIIGFAM98DA,30,28.48,住家用,鋼筋混凝土造,82年12月8日,十層,地下層,持分移轉
RPXNMLQJJIIGFAM98DA,30,168.33,住房、人行道,鋼筋混凝土造,82年12月8日,三層,一層 二層 三層 陽台 平台 屋頂突出物 騎樓 露台 夾層,全筆移轉
RPSNMLLJJIIGFCM18DA,33,130.47,住家用,鋼筋混凝土造,80年2月9日,三層,一層 二層 三層,全筆移轉
RPWNMLLMIIIGFCM78DA,28,62.37,集合住宅,鋼筋混凝土造,84年7月17日,七層,五層 陽台,全筆移轉
RPWNMLLMIIIGFCM78DA,28,22.80,停車場、樓梯間、機房,鋼筋混凝土造,84年7月17日,七層,,持分移轉
RPPNMLNJJIIGFCM08DA,26,200.34,住家用,鋼筋混凝土造,87年1月3日,四層,一層 二層 三層 四層 陽台,全筆移轉
