鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
東山區,土地,崎子頭段180-2地號,4742.06,,山坡地保育區,農牧用地,1121201,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3000000,633,,0.0,0,,RPPNMLLJKIIGFED27DA,0.0,0.0,0.0,無,
官田區,土地,社子段225地號,917.0,,一般農業區,農牧用地,1121202,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,600000,654,,0.0,0,農作物；,RPWNMLOJKIIGFFD38DA,0.0,0.0,0.0,無,
白河區,土地,頂秀祐段811地號,1984.0,,特定農業區,農牧用地,1121201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3095040,1560,,0.0,0,,RPPNMLRJKIIGFED97EA,0.0,0.0,0.0,無,
安南區,土地,城西段531-3地號,22.47,都市：其他:道路用地,,,1121201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,388731,17300,,0.0,0,協議價購；,RPPNMLQJKIIGFBD47DA,0.0,0.0,0.0,無,0001
安南區,土地,城西段499-1地號,123.08,都市：其他:道路用地,,,1121201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2129284,17300,,0.0,0,協議價購；,RPQNMLQJKIIGFBD57DA,0.0,0.0,0.0,無,
山上區,土地,媽祖段180地號,274.36,住,,,1121202,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2489817,9075,,0.0,0,,RPPNMLLKKIIGFHD67DA,0.0,0.0,0.0,無,
南化區,土地,菁埔寮段712-11地號,86.0,,山坡地保育區,農牧用地,1121205,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,51600,600,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLQJKIIGFJD28DA,0.0,0.0,0.0,無,
東山區,土地,牛肉崎段67-11地號,3151.0,,山坡地保育區,農牧用地,1121204,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1200000,381,,0.0,0,,RPWNMLQJKIIGFED58EA,0.0,0.0,0.0,無,0002
下營區,土地,麻豆寮段416地號,186.39,,鄉村區,乙種建築用地,1121204,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,550000,2951,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPPNMLRJKIIGFFD08EA,0.0,0.0,0.0,無,0003
