鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
玉里鎮,土地,麻汝段2181地號,2480.33,,特定農業區,農牧用地,1121201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1116000,450,,0.0,0,,RPPNMLQJKIIGFCU76EA,0.0,0.0,0.0,無,
瑞穗鄉,土地,瑞良段77地號,104.0,住,,,1121201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1200000,11538,,0.0,0,,RPQNMLQJKIIGFCU86EA,0.0,0.0,0.0,無,
吉安鄉,土地,仁恥段350-2地號,38.0,住,,,1121101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,950000,25000,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPPNMLKKJIIGFAU48DA,0.0,0.0,0.0,無,
富里鄉,土地,中平段7地號,306.83,住,,,1121114,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2100000,6844,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLOKJIIGFCU56EA,0.0,0.0,0.0,無,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉中山路一段２２２號底一層樓,108.16,住,,,1121102,土地1建物1車位4,地下層,十五層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0850216,879.8499999999999,0,0,0,無,有,9180000,8923,坡道平面,209.68,3200000,其他：車位4個，面積合計63.43坪，共320萬元。其餘房屋總面積202.72坪，每坪29500元，共598萬元。,RPQPMLMJJIIGFAU88DA,687.91,0.0,0.0,有,0001
花蓮市,房地(土地+建物),花蓮縣花蓮市國盛一街１９６之６號四樓,20.73,商,,,1121101,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730625,91.57000000000001,2,1,1,有,無,1800000,19657,,0.0,0,,RPQNMLQJJIIGFAU09DA,67.56,0.0,10.61,無,0002
萬榮鄉,土地,悅付南段119地號,7654.35,,山坡地保育區,農牧用地,1121108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,700000,91,,0.0,0,,RPQNMLNKJIIGFBU98DA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市國聯二路８３號十二樓之三,4.84,住,,,1121101,土地1建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831115,36.74,1,0,1,有,有,1950000,53076,,0.0,0,其他增建；,RPUOMLOKJIIGFAU86DA,21.84,0.98,0.0,有,
萬榮鄉,土地,紅葉段1871地號,7010.0,,山坡地保育區,農牧用地,1121108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,630000,90,,0.0,0,,RPPNMLNKJIIGFBU88DA,0.0,0.0,0.0,無,
吉安鄉,土地,南埔段2525-6地號,229.0,,特定農業區,農牧用地,1121109,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3000000,13100,,0.0,0,,RPOOMLKKJIIGFAU48DA,0.0,0.0,0.0,無,0003
花蓮市,土地,德安段1904-1地號,27.0,都市：其他:道路用地,,,1121107,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,300000,11111,,0.0,0,包含公共設施保留地用地；,RPWNMLQKJIIGFAU17DA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市長安街２７號十二樓之七,5.7,住,,,1121103,土地1建物1車位0,十二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851029,42.34,1,0,1,有,有,2000000,47237,,0.0,0,,RPQOMLKLJIIGFAU78DA,24.54,0.0,5.31,有,
瑞穗鄉,房地(土地+建物),花蓮縣瑞穗鄉文昌街４８巷１８號,89.0,住,,,1121110,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0730503,100.44,2,2,3,有,無,3500000,34847,,0.0,0,頂樓加蓋；,RPTNMLPKJIIGFCU96DA,100.44,0.0,0.0,無,0004
卓溪鄉,土地,古風段1386-1地號,2522.0,,山坡地保育區,農牧用地,1121110,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,350000,139,,0.0,0,種植苦茶油樹親友、員工、共有人或其他特殊關係間之交易；,RPPNMLQKJIIGFCU76EA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市重慶路４８６號十三樓之三,18.76,商,,,1121114,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1120726,200.84,3,2,3,有,有,15280000,76080,坡道平面,30.64,0,,RPQPMLKLJIIGFAU88DA,107.12,0.0,12.46,有,0005
吉安鄉,土地,仁愛段702地號,1120.0,,一般農業區,農牧用地,1121108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4350000,3884,,0.0,0,,RPRNMLTJJIIGFAU86DA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市國聯二路７１號七樓之六,4.28,住,,,1121104,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831115,32.79,1,0,1,有,有,1500000,45746,,0.0,0,含傢俱設備費；其他增建；,RPQOMLPKJIIGFAU56DA,20.4,0.98,0.0,有,
