編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPRNMLQLRHIGFAW77CC,1,181.35,農舍,鋼骨構造,111年3月24日,二層,,
RPQNMLQLRHIGFAW67CC,1,181.35,農舍,鋼骨構造,111年3月24日,二層,,
RPPNMLQLIIIGFAW76CC,52,67.14,住商用,鋼筋混凝土造,60年7月15日,二層,,
