鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings,termination type
北屯區,房地(土地+建物),臺中市北屯區祥順一街,105.7,住,,,1120811,土地1建物1車位0,全,5,透天厝,見其他登記事項,鋼筋混凝土造,,257.37,4,2,4,有,無,36500000,141819,,0.0,0,主建物內含1停車位+1機車位,RPUNMLLKQHIGFBB87CB,富暘雲山境,A棟0號,
新社區,房地(土地+建物)+車位,臺中市新社區水底寮段上水底寮小段213地號等18筆,113.73,,鄉村區,乙種建築用地,1120811,土地4建物1車位1,全,4,透天厝,住家用,鋼筋混凝土造,,296.75,4,2,4,有,無,19500000,65712,坡道平面,0.0,0,,RPQNMLLKQHIGFGB97CB,大富得新社森林花園,K棟0號,
豐原區,房地(土地+建物)+車位,臺中市豐原區鎌村路107巷102弄,20.89,,鄉村區,乙種建築用地,1120811,土地1建物1車位1,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,91.02,2,2,1,有,無,7900000,94224,坡道機械,17.79,1000000,,RPRNMLOKQHIGFDB08CB,贊騰有悅,C1棟4F號,
豐原區,房地(土地+建物)+車位,臺中市豐原區鎌村路107巷102弄,20.74,,鄉村區,乙種建築用地,1120811,土地1建物1車位1,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,104.97,2,2,1,有,無,8200000,93522,坡道平面,32.26,1400000,,RPSNMLOKQHIGFDB18CB,贊騰有悅,B2棟3F號,
梧棲區,房地(土地+建物)+車位,臺中市梧棲區中華路,24.02,住,,,1120812,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.4,3,2,2,有,無,9250000,76544,升降機械,15.7,700000,,RPQNMLOKQHIGFFB18CB,大道100,C棟8號,
烏日區,房地(土地+建物)+車位,臺中市烏日區榮泉路與健行北路口,21.87,商,,,1120811,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.49,3,2,2,有,無,18930000,130312,坡道平面,28.65,1880000,,RPQNMLOKQHIGFIB48CB,坤悅夢想+,H棟0號,
烏日區,房地(土地+建物)+車位,臺中市烏日區日新街48號旁,32.86,住,,,1120813,土地4建物1車位1,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,162.66,3,2,2,有,無,17380000,114144,坡道平面,25.29,1700000,,RPSNMLOKQHIGFIB68CB,巨陽森陽,A1棟,
烏日區,房地(土地+建物)+車位,臺中市烏日區日新街48號旁,29.99,住,,,1120813,土地4建物1車位1,三層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,151.3,3,2,2,有,無,14680000,103801,坡道平面,25.29,1600000,,RPTNMLOKQHIGFIB78CB,巨陽森陽,A3棟,
烏日區,房地(土地+建物)+車位,臺中市烏日區日新街48號旁,29.73,住,,,1120812,土地4建物1車位1,三層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,150.19,3,2,2,有,無,14890000,105604,坡道平面,25.29,1700000,,RPUNMLOKQHIGFIB88CB,巨陽森陽,B5棟,
