鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings,termination type
苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市中正路1218巷,30.22,住,,,1120811,土地1建物1車位1,七層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,174.2,3,2,2,有,無,9600000,61484,坡道平面,34.0,980000,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPVNMLOKQHIGFBK56CB,勝觀苑,A棟7號,
苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市中正路1218巷,30.22,住,,,1120811,土地1建物1車位1,三層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,171.2,3,2,2,有,無,9300000,59344,坡道平面,31.0,980000,,RPWNMLOKQHIGFBK66CB,勝觀苑,N棟3號,
苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市中正路1218巷,30.43,住,,,1120812,土地1建物1車位1,七層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,174.71,3,2,2,有,無,9600000,61261,坡道平面,34.0,980000,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPXNMLOKQHIGFBK76CB,勝觀苑,D棟7號,
苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市中正路1218巷,30.22,住,,,1120813,土地1建物1車位1,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,174.2,3,2,2,有,無,9600000,61484,坡道平面,34.0,980000,,RPPOMLOKQHIGFBK68CB,勝觀苑,A棟6號,
頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,16.7,商,,,1120812,土地1建物1車位2,七層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,202.43,4,2,2,有,無,20920000,113014,坡道平面,46.52,3300000,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	16.71 	平方公尺,RPPNMLOKQHIGFFK98CB,中央世紀,A棟1-7F號,
頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,16.7,商,,,1120812,土地1建物1車位2,九層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,200.57,4,2,2,有,無,20430000,113078,坡道平面,44.66,2800000,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	16.71 	平方公尺,RPQNMLOKQHIGFFK09CB,中央世紀,A棟1-9F號,
頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,9.28,商,,,1120812,土地1建物1車位1,四層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,100.8,2,2,1,有,無,10200000,108821,坡道機械,13.96,750000,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	9.29 	平方公尺,RPOOMLOKQHIGFFK98CB,中央世紀,A棟2-4F號,
頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,9.28,商,,,1120813,土地1建物1車位1,七層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,100.8,2,2,1,有,無,10390000,111009,坡道機械,13.96,750000,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	9.29 	平方公尺,RPQOMLOKQHIGFFK56CB,中央世紀,A棟2-7F號,
頭份市,房地(土地+建物)+車位,苗栗縣頭份市中央路,9.28,商,,,1120812,土地1建物1車位1,九層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,108.24,2,2,1,有,無,12270000,126900,坡道平面,21.4,1250000,整筆交易包含:竹南鎮藝文段18地號一筆，土地持分	0.01 	平方公尺，共計移轉面積	9.29 	平方公尺,RPROMLOKQHIGFFK66CB,中央世紀,A棟2-9F號,
後龍鎮,房地(土地+建物)+車位,苗栗縣後龍鎮?榔八街,41.31,住,,,1120814,土地1建物1車位1,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,126.21,3,2,2,有,無,9300000,75047,一樓平面,19.61,1300000,,RPTNMLQKQHIGFDK76CB,幸福雄郡NO9,7F-E號,
後龍鎮,房地(土地+建物)+車位,苗栗縣後龍鎮?榔八街,42.12,住,,,1120812,土地1建物1車位1,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,128.28,3,2,2,有,無,9550000,75918,一樓平面,19.61,1300000,,RPUNMLQKQHIGFDK86CB,幸福雄郡NO9,6F-A號,
後龍鎮,房地(土地+建物),苗栗縣後龍鎮造豐路,106.26,農,,,1120812,土地3建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,179.48,4,2,3,有,無,14080000,78449,,0.0,0,,RPPNMLRKQHIGFDK09CB,富學市,C棟10號,
