鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings,termination type
冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉鹿埔路524巷,51.13,,特定農業區,甲種建築用地,1120813,土地1建物1車位1,四層,4,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,131.93,3,2,2,有,無,7450000,56469,一樓平面,0.0,0,,RPRNMLOKQHIGFAG28CB,上好居,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮頭濱路三段249號旁,99.92,住,,,1120812,土地2建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,168.47,4,2,4,有,無,11880000,70517,,0.0,0,,RPQNMLOKQHIGFBG38DB,頭城第一景,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮頭濱路三段249號旁,99.99,住,,,1120812,土地2建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,168.47,4,2,4,有,無,11500000,68261,,0.0,0,,RPRNMLOKQHIGFBG48DB,頭城第一景,,
冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉梅花路,93.5,,特定農業區,甲種建築用地,1120813,土地1建物1車位1,全,3,透天厝,住家用,鋼筋混凝土造,,208.27,4,2,5,有,無,15180000,72886,一樓平面,0.0,0,,RPPNMLPKQHIGFAG18CB,小城故事蒔築,,
五結鄉,房地(土地+建物),宜蘭縣五結鄉大吉五路,93.59,,特定農業區,甲種建築用地,1120812,土地2建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,186.33,5,2,5,有,無,11000000,59035,,0.0,0,,RPRNMLPKQHIGFAG38CB,富登新8,,
蘇澳鎮,房地(土地+建物),宜蘭縣蘇澳鎮新榮路,31.52,住,,,1120815,土地2建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,88.97,2,2,1,有,無,4700000,52827,,0.0,0,,RPPNMLPKQHIGFAG28DB,麒美高昇,,
蘇澳鎮,房地(土地+建物),宜蘭縣蘇澳鎮蘇南路,26.35,住,,,1120811,土地1建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼骨混凝土造,,68.4,2,2,1,有,無,3950000,57749,,0.0,0,,RPQNMLPKQHIGFAG38DB,晉讚賈天下,,
五結鄉,房地(土地+建物),宜蘭縣五結鄉大眾三路270巷,65.62,,特定農業區,農牧用地,1120814,土地2建物1車位0,四層,4,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,62.73,2,2,1,有,無,3920000,62490,,0.0,0,農地合約價款為4萬3仟元,RPPNMLQKQHIGFAG28CB,院里來聚心,,
冬山鄉,房地(土地+建物),宜蘭縣冬山鄉冬山路一段,85.44,農,,,1120813,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,169.74,4,3,3,有,無,12500000,73642,,0.0,0,,RPRNMLRKQHIGFAG58CB,靚永美5-東城,,
