鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
彰化市,房地(土地+建物),彰化縣彰化市三民路３７號,103.0,商,,,1160626,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土加強磚造,0620221,283.63,6,2,4,有,無,26200000,92374,,0.0,0,,RPSNMLLLRHIGFAN98DA,283.63,0.0,0.0,無,
田尾鄉,土地,福德段307地號,297.56,,特定農業區,農牧用地,1121101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1000000,3361,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLPKJIIGFFN88DA,0.0,0.0,0.0,無,
鹿港鎮,土地,上林段485-436地號,163.56,,工業區,丁種建築用地,1121101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4058970,24816,,0.0,0,政府機關標讓售；,RPQNMLQJJIIGFCN58DA,0.0,0.0,0.0,無,
鹿港鎮,土地,鹿草段1376地號,50.61,,鄉村區,乙種建築用地,1121101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,537000,10611,,0.0,0,,RPQNMLRJJIIGFCN68DA,0.0,0.0,0.0,無,0001
社頭鄉,土地,埤清段41地號,371.34,,山坡地保育區,丙種建築用地,1121104,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2200000,5924,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPOOMLSJJIIGFEN88DA,0.0,0.0,0.0,無,
田中鎮,土地,香山段1066地號,34.38,,特定農業區,甲種建築用地,1121101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,278000,8086,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLNKJIIGFEN48DA,0.0,0.0,0.0,無,
二林鎮,土地,儒香段93-2地號,57.08,住,,,1121103,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2840000,49755,,0.0,0,,RPPNMLPJJIIGFGN78DA,0.0,0.0,0.0,無,
芳苑鄉,土地,芳山段1005地號,85.49,商,,,1121102,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1008150,11793,,0.0,0,,RPQNMLSJJIIGFGN56DA,0.0,0.0,0.0,無,
員林市,土地,惠來段1450地號,93.0,住,,,1121101,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3500000,37634,,0.0,0,,RPSNMLKKJIIGFDN38DA,0.0,0.0,0.0,無,
芳苑鄉,房地(土地+建物),彰化縣芳苑鄉草漢路草二段１１９號,105.55,,鄉村區,乙種建築用地,1121109,土地1建物1車位0,全,二層,透天厝,住家用,鐵筋加強磚造,0711225,118.87,3,2,2,有,無,1990000,16741,,0.0,0,,RPQNMLTJJIIGFGN66DA,118.87,0.0,0.0,無,
埔鹽鄉,土地,永平段106地號,82.54,,鄉村區,乙種建築用地,1121108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,998761,12100,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLPKJIIGFHN98DA,0.0,0.0,0.0,無,0002
和美鎮,土地,大嘉段156-3地號,44.74,,鄉村區,乙種建築用地,1121108,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1353385,30250,,0.0,0,,RPRNMLSJJIIGFBN78DA,0.0,0.0,0.0,無,
員林市,土地,香山段72地號,33.27,,特定農業區,甲種建築用地,1121101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,422650,12704,,0.0,0,,RPSNMLTJJIIGFDN56DA,0.0,0.0,0.0,無,0003
社頭鄉,房地(土地+建物),彰化縣社頭鄉忠孝一路１２２號,80.07,住,,,1121102,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1101123,139.96,4,2,3,有,無,8880000,63447,,0.0,0,,RPQNMLPKJIIGFEN78DA,139.96,0.0,0.0,無,
北斗鎮,土地,三民段312地號,32.4,都市：其他:住宅區,,,1121101,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,750000,23148,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLQKJIIGFFN56DA,0.0,0.0,0.0,無,
大城鄉,土地,新光段1243地號,274.27,,一般農業區,農牧用地,1121102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,274000,999,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLPKJIIGFGN98DA,0.0,0.0,0.0,無,
竹塘鄉,土地,民靖段1345地號,825.08,,特定農業區,農牧用地,1121107,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1100000,1333,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLPKJIIGFGN98EA,0.0,0.0,0.0,無,
伸港鄉,土地,伸新段1140地號,49.19,,鄉村區,乙種建築用地,1121108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,327360,6655,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPXOMLQKJIIGFBN76DA,0.0,0.0,0.0,無,0004
鹿港鎮,土地,振興段2007地號,1329.5,,一般農業區,農牧用地,1121104,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2300000,1730,,0.0,0,,RPRNMLNKJIIGFCN48DA,0.0,0.0,0.0,無,0005
二水鄉,土地,修仁段194-2地號,12.74,農,,,1121102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,115000,9027,,0.0,0,,RPQNMLRKJIIGFEN98DA,0.0,0.0,0.0,無,
埔鹽鄉,土地,永明段1134地號,110.57,住,,,1121103,土地6建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1628200,14726,,0.0,0,,RPTNMLQKJIIGFHN86DA,0.0,0.0,0.0,無,
彰化市,房地(土地+建物)+車位,彰化縣彰化市建國東路１５９巷３５號六樓,48.59,住,,,1121101,土地7建物1車位1,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0791004,165.23,4,2,2,有,有,7710000,46659,坡道平面,0.0,0,車位編號C6,RPSOMLQKJIIGFAN78DA,139.99,0.0,8.04,有,
彰化市,房地(土地+建物),彰化縣彰化市福山街２４７巷８４號,88.0,,鄉村區,乙種建築用地,1121106,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0680720,90.8,4,2,2,有,無,5000000,55066,,0.0,0,,RPSOMLKLJIIGFAN28DA,90.8,0.0,0.0,無,0006
