鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
內埔鄉,建物,屏東縣內埔鄉福泰路３-７號１樓,7.7,,鄉村區,乙種建築用地,1120811,土地0建物0車位0,一層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1031217,29.52,1,1,1,有,無,有,5000,169,,0.0,0,,RPWNMLLLQHIGFCT57CC,,,,,,
內埔鄉,建物,屏東縣內埔鄉福泰路３號２樓,7.7,,鄉村區,乙種建築用地,1120807,土地0建物0車位0,二層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1031217,38.64,1,1,1,有,無,有,5000,129,,0.0,0,,RPXNMLLLQHIGFCT67CC,,,,,,
內埔鄉,建物,屏東縣內埔鄉福泰路３-１號２樓,7.7,,鄉村區,乙種建築用地,1120801,土地0建物0車位0,二層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1031217,33.27,1,1,1,有,無,有,5000,150,,0.0,0,,RPOOMLLLQHIGFCT86CC,,,,,,
內埔鄉,建物,屏東縣內埔鄉福泰路３-２號２樓,7.7,,鄉村區,乙種建築用地,1120815,土地0建物0車位0,二層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1031217,33.27,1,1,1,有,無,有,5000,150,,0.0,0,,RPPOMLLLQHIGFCT96CC,,,,,,
內埔鄉,建物,屏東縣內埔鄉福泰路３-３號２樓,7.7,,鄉村區,乙種建築用地,1120813,土地0建物0車位0,二層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1031217,33.5,1,1,1,有,無,有,5000,149,,0.0,0,,RPQOMLLLQHIGFCT07CC,,,,,,
內埔鄉,建物,屏東縣內埔鄉福泰路３-１１號２樓,7.7,,鄉村區,乙種建築用地,1120802,土地0建物0車位0,二層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1031217,33.2,1,1,1,有,無,有,5000,151,,0.0,0,,RPROMLLLQHIGFCT17CC,,,,,,
潮州鎮,土地,崙東段374地號,3250.06,,一般農業區,農牧用地,1120801,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,1750,1,,0.0,0,,RPSOMLLLQHIGFCT27CC,,,,,,
內埔鄉,建物,屏東縣內埔鄉福泰路３-１號３樓,7.7,,鄉村區,乙種建築用地,1120815,土地0建物0車位0,三層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1031217,33.27,1,1,1,有,無,有,5000,150,,0.0,0,,RPTOMLLLQHIGFCT37CC,,,,,,
內埔鄉,建物,屏東縣內埔鄉福泰路３-８號３樓,7.7,,鄉村區,乙種建築用地,1120731,土地0建物0車位0,三層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1031217,33.4,1,1,1,有,無,有,5000,150,,0.0,0,,RPUOMLLLQHIGFCT47CC,,,,,,
潮州鎮,土地,崙東段146地號,661.1,,一般農業區,農牧用地,1120820,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,6000,9,,0.0,0,,RPVOMLLLQHIGFCT57CC,,,,,,
