鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
竹北市,土地,縣華段763地號,1.47,住,,,1121204,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,176547,120100,,0.0,0,政府機關標讓售；,RPQNMLRJKIIGFBJ38EA,0.0,0.0,0.0,無,
尖石鄉,土地,嘉樂段657地號,5250.0,,山坡地保育區,林業用地,1121106,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,500000,95,,0.0,0,,RPSNMLNKJIIGFCJ28EA,0.0,0.0,0.0,無,
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮中興路二段１５２巷３７弄１１號一樓,35.45,,特定農業區,甲種建築用地,1121109,土地1建物1車位1,一層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0890427,139.7,3,2,2,有,有,7360000,52684,坡道平面,0.0,0,,RPSPMLOKJIIGFCJ48DA,76.67,0.0,13.23,有,
湖口鄉,房地(土地+建物),新竹縣湖口鄉德和路７６巷１８號六樓之５,8.97,,鄉村區,乙種建築用地,1121105,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0930705,31.22,1,1,1,有,有,1740000,55734,,0.0,0,,RPWNMLRJJIIGFDJ98DA,19.74,0.0,2.32,有,
寶山鄉,土地,寶中段342地號,72.01,都市：其他:道路用地,,,1121109,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1550000,21525,,0.0,0,包含公共設施保留地用地；,RPQNMLQKJIIGFCJ28DA,0.0,0.0,0.0,無,
新豐鄉,土地,青埔子段1790-1地號,452.0,,特定農業區,甲種建築用地,1121101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,7246690,16033,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWNMLPKJIIGFDJ88DA,0.0,0.0,0.0,無,
北埔鄉,土地,南昌段149-1地號,55.04,,特定農業區,農牧用地,1121107,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,49536,900,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLRKJIIGFCJ38EA,0.0,0.0,0.0,無,
新豐鄉,土地,員興段1432地號,71.16,,山坡地保育區,農牧用地,1121102,土地5建物0車位0,,,其他,,,,0.0,0,0,0,無,無,300250,4219,,0.0,0,農作物；,RPQNMLOKJIIGFDJ28EA,0.0,0.0,0.0,無,0001
新埔鎮,土地,太平段699地號,172.81,,山坡地保育區,丙種建築用地,1121106,土地1建物0車位0,,,其他,,,,0.0,3,1,1,有,無,2500000,14467,,0.0,0,未登記建物；,RPTOMLPKJIIGFBJ48DA,0.0,0.0,0.0,無,0002
北埔鄉,土地,湖尾段750地號,6053.17,,山坡地保育區,農牧用地,1121102,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3500000,578,,0.0,0,,RPUVNLKKJIIGFCJ98DA,0.0,0.0,0.0,無,0003
