鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings,termination type
小港區,房地(土地+建物),高雄市小港區達德街115號3樓,26.2,住,,,1120812,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,84.39,2,2,2,有,無,7930000,93968,,0.0,0,,RPPNMLMKQHIGFCE87CB,綠舟,A2棟115號,
左營區,房地(土地+建物),高雄市左營區左屏段2地號,8.12,住,,,1120812,土地1建物1車位0,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,74.43,2,1,1,有,無,7080000,95123,,0.0,0,,RPPNMLNKQHIGFEE18CB,諾金,A13棟7號,
左營區,房地(土地+建物),高雄市左營區左屏段2地號,8.09,住,,,1120813,土地1建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,74.19,2,1,1,有,無,7180000,96779,,0.0,0,,RPPNMLOKQHIGFEE28CB,諾金,A10棟3號,
鳳山區,房地(土地+建物)+車位,高雄市鳳山區過埤路51巷附近道路尚未開闢,40.6,住,,,1120811,土地1建物1車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,134.85,3,2,2,有,無,9200000,67263,一樓平面,17.4,1300000,,RPQNMLOKQHIGFGE58CB,旭日東昇,A3棟3號,
鳳山區,房地(土地+建物)+車位,高雄市鳳山區過埤路51巷附近道路尚未開闢,40.6,住,,,1120812,土地1建物1車位1,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,134.85,3,2,2,有,無,9200000,68114,一樓平面,17.4,1200000,,RPRNMLOKQHIGFGE68CB,旭日東昇,A3棟4號,
茄萣區,房地(土地+建物),高雄市茄萣區文化路86巷,12.52,商,,,1120813,土地2建物1車位0,四層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,55.52,1,2,1,有,無,3550000,63941,,0.0,0,,RPPNMLOKQHIGFJE78CB,藍天白雲,4F-A5號,
苓雅區,房地(土地+建物)+車位,高雄市苓雅區普天里23鄰四維二路325號六樓之1,7.13,商,,,1120812,土地2建物1車位1,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,90.44,0,0,0,無,無,11180000,127164,升降平面,17.07,1850000,,RPPNMLPKQHIGFBE08CB,極?,A棟6號,
三民區,房地(土地+建物),高雄市三民區凱歌路A3-08F,8.61,其他,,,1120811,土地1建物1車位0,八層,29,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,134.35,3,2,2,有,無,15420000,114775,,0.0,0,,RPPNMLPKQHIGFDE28CB,宏道文華帝寶,A棟3號,
三民區,房地(土地+建物)+車位,高雄市三民區凱歌路A3-04F,8.61,其他,,,1120812,土地1建物1車位1,四層,29,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,150.96,3,2,2,有,無,16940000,111202,坡道平面,16.61,2000000,,RPQNMLPKQHIGFDE38CB,宏道文華帝寶,A棟3號,
