鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings,termination type
馬公市,房地(土地+建物),澎湖縣馬公市中衛段900地號,27.44,農,,,1120818,土地1建物1車位0,二層,4,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,68.47,2,1,2,有,無,4800000,70104,,0.0,0,,RPPNMLMKRHIGFAX17DB,九如天下,1棟A號,
馬公市,房地(土地+建物)+車位,澎湖縣馬公市光榮街,50.78,住,,,1120915,土地1建物1車位1,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,160.86,3,2,3,有,無,14800000,94611,一樓平面,15.0,1000000,,RPQNMLQJIIIGFAX76DB,家益光榮大樓,B、C棟4號,
馬公市,房地(土地+建物),澎湖縣馬公市北極段618地號共1筆,105.57,住,,,1121003,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,233.33,4,2,5,有,無,12380000,53058,,0.0,0,,RPPNMLKMIIIGFAX98DB,崧庭御苑,A17棟0號,
馬公市,房地(土地+建物),澎湖縣馬公市北極段661地號共1筆,140.62,住,,,1121006,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,293.56,6,2,7,有,無,15500000,52800,,0.0,0,,RPQNMLKMIIIGFAX09DB,崧庭御苑,A1棟0號,
馬公市,房地(土地+建物),澎湖縣馬公市北極段618-4地號共1筆,178.36,住,,,1121017,土地1建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,,479.75,9,1,10,有,無,27000000,56279,,0.0,0,透天厝一樓含二車位，車位已含總價,RPRNMLKMIIIGFAX56DB,崧庭御苑,A19棟0號,
馬公市,房地(土地+建物),澎湖縣馬公市馬公段293，297地號等2筆,22.85,商,,,1121011,土地2建物1車位0,五層,9,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,144.74,2,1,2,有,無,12800000,88434,,0.0,0,,RPPNMLTJJIIGFAX07DB,新澄大樓,5樓棟B號,
馬公市,房地(土地+建物),澎湖縣馬公市北極段618-3地號共1筆,105.05,住,,,1121025,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,233.33,4,2,5,有,無,12380000,53058,,0.0,0,,RPPNMLLLJIIGFAX09DB,崧庭御苑,A18棟0號,
