編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPPNMLPJQHIGFET17DA,29,31.20,住家用,鋼筋混凝土造,83年12月9日,三層,二層 陽台,全筆移轉
RPPNMLPJQHIGFET17DA,29,23.89,公共設施,鋼筋混凝土造,83年12月9日,三層,,持分移轉
RPTNMLTJQHIGFCT77DA,28,17.09,住家用,鋼筋混凝土造,84年7月10日,六層,三層 陽台,全筆移轉
RPTNMLTJQHIGFCT77DA,28,11.17,住家用,鋼筋混凝土造,84年7月10日,六層,,持分移轉
RPRNMLKKQHIGFCT76DA,48,38.64,住家用,鋼筋混凝土加強磚造,64年6月13日,一層,一層 騎樓,持分移轉
RPPNMLLKQHIGFAT56EA,10,45.30,見其他登記事項,鋼筋混凝土造,102年9月16日,五層,三層 陽台 雨遮,持分移轉
RPPNMLLKQHIGFAT56EA,10,23.42,停車空間、樓梯間、水箱、設備空間,鋼筋混凝土造,102年9月16日,五層,,持分移轉
RPRNMLOKQHIGFAT96DA,2,215.26,住家用,鋼筋混凝土造,110年11月23日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPUOMLOKQHIGFAT37DA,29,73.31,住家用,鋼筋混凝土造,83年8月3日,六層,五層 陽台,全筆移轉
RPUOMLOKQHIGFAT37DA,29,28.43,停車空間，機械空，樓梯間，水箱,鋼筋混凝土造,83年8月3日,六層,,持分移轉
RPSNMLKKQHIGFAT76EA,1,199.78,住家用,鋼筋混凝土造,111年4月25日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPXNMLRJQHIGFCT97DA,27,86.06,住家用,鋼筋混凝土造,85年8月17日,七層,三層 陽台,全筆移轉
RPXNMLRJQHIGFCT97DA,27,29.92,防空避難室、停車空間、樓梯間、機械室、水箱,鋼筋混凝土造,85年8月17日,七層,,持分移轉
RPUNMLKKQHIGFAT86DA,45,78.98,住家用,加強磚造,67年11月10日,二層,一層 二層,全筆移轉
RPOOMLOKQHIGFDT07DA,43,173.43,店舖、住宅,鋼筋混凝土造,69年12月10日,三層,一層 二層 三層,全筆移轉
RPOOMLQKQHIGFAT96DA,2,193.93,集合住宅,鋼筋混凝土造,110年11月30日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPPNMLQKQHIGFBT07DA,33,117.27,住家用,加強磚造,79年9月14日,二層,一層 二層 陽台 屋頂突出物 騎樓,全筆移轉
RPXOMLSKQHIGFCT28DA,26,32.12,住家用,加強磚造,87年1月19日,一層,一層 屋頂突出物,持分移轉
RPQNMLSKQHIGFET67DA,16,188.54,住家用,鋼筋混凝土造,96年8月31日,四層,一層 二層 三層 四層 見其他登記事項,全筆移轉
RPOOMLOKQHIGFCT96DA,24,15.84,住家用,鋼筋混凝土造,88年11月30日,五層,五層,全筆移轉
RPOOMLOKQHIGFCT96DA,24,7.10,梯間、機械室、電信室、台電配電室、水塔、停車空間,鋼筋混凝土造,88年11月30日,五層,,持分移轉
RPUPMLSKQHIGFAT87DA,49,91.60,住家用,磚造二樓屋頂平頂,63年7月17日,二層,一層 二層 夾層,全筆移轉
RPVNMLQKQHIGFAT57DA,22,87.79,住家用,加強磚造,90年8月1日,二層,一層 二層 陽台 屋頂突出物,全筆移轉
RPWPMLSKQHIGFAT08DA,24,94.05,見其他登記事項,鋼筋混凝土造,88年12月4日,十四層,十二層 陽台,全筆移轉
RPWPMLSKQHIGFAT08DA,24,26.89,走廊、辦公室、管理員室梯間、俱樂部梯間、公共空間、停車空間、防空避難室、屋頂突出物、陽台,鋼筋混凝土造,88年12月4日,十四層,,持分移轉
RPPNMLMLQHIGFBT86EA,31,109.85,住家用,加強磚造,81年11月10日,二層,一層 二層 陽台 屋頂突出物,全筆移轉
RPPNMLMLQHIGFAT76EA,29,142.49,住家用,鋼筋混凝土造,83年6月23日,三層,一層 二層 三層 陽台 平台 屋頂突出物,全筆移轉
RPPNMLSKQHIGFET57DA,34,80.90,住家用,加強磚造,78年8月14日,二層,一層 二層,全筆移轉
RPRNMLQKQHIGFFT67DA,84,147.00,旅社．住家,磚瓦木,28年11月6日,三層,一層 二層 三層 騎樓,全筆移轉
RPXNMLOLQHIGFAT77EA,41,108.00,住商用,加強磚造,71年6月13日,二層,一層 二層 騎樓,全筆移轉
