鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
花蓮市,土地,民勤段1466地號,94.0,住,,,1120708,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,10000,106,,0.0,0,租金總額包含其上未登記保存建物只租一間,RPRNMLRKPHIGFAU47DC
花蓮市,房地(土地+建物),花蓮縣花蓮市東興二街２７號,113.0,住,,,1120710,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,1010905,183.3,4,2,3,有,無,有,19000,104,,0.0,0,,RPSNMLRKPHIGFAU57DC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉中山路三段３３２號,109.0,住,,,1120628,土地1建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0950804,252.59,5,1,5,有,無,有,28000,111,,0.0,0,,RPPNMLTKPHIGFAU37CC
花蓮市,房地(土地+建物),花蓮縣花蓮市國聯五路３號四樓之二,5.18,商,,,1120719,土地1建物1車位0,四層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,0820622,30.78,1,0,1,有,無,有,5500,179,,0.0,0,,RPPNMLKLPHIGFAU56CC
花蓮市,房地(土地+建物),花蓮縣花蓮市國民七街５３號七樓之二十三,3.0,住,,,1120713,土地1建物1車位0,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831115,31.98,0,0,0,無,無,有,6500,203,,0.0,0,,RPQNMLKLPHIGFAU66CC
花蓮市,房地(土地+建物),花蓮縣花蓮市南京街３號３樓,33.75,住,,,1120719,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1090415,79.16,2,1,1,有,無,有,18000,227,,0.0,0,,RPRNMLKLPHIGFAU76CC
花蓮市,房地(土地+建物),花蓮縣花蓮市國聯四路３６號六樓之七號,12.82,住,,,1120718,土地1建物1車位0,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0780630,51.489999999999995,2,1,1,有,無,有,15000,291,,0.0,0,,RPTNMLKLPHIGFAU96CC
新城鄉,房地(土地+建物),花蓮縣新城鄉康樂一街１０９巷２０號,82.5,,一般農業區,甲種建築用地,1120715,土地1建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0750118,68.18,3,2,2,有,無,有,23000,337,,0.0,0,,RPUNMLKLPHIGFAU07CC
花蓮市,房地(土地+建物),花蓮縣花蓮市中美路８１號,101.0,商,,,1120719,土地1建物1車位0,見其他登記事項,4,店面(店鋪),住商用,鋼筋混凝土造,0950614,318.91,5,3,5,有,無,無,55000,172,,0.0,0,,RPPNMLLLPHIGFAU66CC
花蓮市,房地(土地+建物),花蓮縣花蓮市南京街１９１號四樓之十一,6.74,商,,,1120720,土地1建物1車位0,四層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,0761117,46.410000000000004,1,0,1,有,有,有,7000,151,,0.0,0,,RPQNMLLLPHIGFAU76CC
