鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings,termination type
鹿港鎮,房地(土地+建物)+車位,彰化縣鹿港鎮廖厝巷,18.02,,一般農業區,甲種建築用地,1120513,土地2建物1車位1,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,94.59,2,1,1,有,無,7400000,95927,坡道平面,31.0,1300000,,RPPNMLOKNHIGFCN68CB,富旺艾美莊園,A棟7號,
鹿港鎮,房地(土地+建物)+車位,彰化縣鹿港鎮廖厝巷,21.73,,一般農業區,甲種建築用地,1120512,土地2建物1車位2,六層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,138.7,2,1,1,有,無,10180000,98827,坡道平面,62.0,2600000,,RPQNMLOKNHIGFCN78CB,富旺艾美莊園,A棟3號,
和美鎮,房地(土地+建物)+車位,彰化縣和美鎮十茂路60巷,45.47,,鄉村區,乙種建築用地,1120514,土地5建物1車位1,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,126.73,3,2,2,有,無,11800000,93111,一樓平面,13.75,0,車位價款未單獨計價已併入總價款,RPPNMLPKNHIGFBN68CB,理想家,C棟A3號,
彰化市,房地(土地+建物)+車位,彰化縣彰化市中正路二段190巷,15.58,商,,,1120513,土地14建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,167.19,3,2,2,有,無,15760000,103979,坡道平面,31.49,1650000,,RPPNMLPKNHIGFAN58CB,中正琢越,B-07F號,
線西鄉,房地(土地+建物),彰化縣線西鄉重振段163.163-2.163-6.163-11地號,69.0,住,,,1120514,土地4建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,138.18,4,3,2,有,無,9700000,70198,,0.0,0,,RPTNMLRKNHIGFBN76DB,富麗家園12,D棟2號,
伸港鄉,房地(土地+建物)+車位,彰化縣伸港鄉大同十二街,22.43,住,,,1120513,土地1建物1車位1,六層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,124.08,3,1,2,有,無,8140000,73480,坡道平面,26.23,950000,,RPPNMLSKNHIGFBN98CB,道恩起家451,6A號,
社頭鄉,房地(土地+建物),彰化縣社頭鄉仁愛三路,77.91,住,,,1120515,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,165.74,2,1,2,有,無,11020000,66490,,0.0,0,,RPPNMLSKNHIGFEN76DB,安家居,A棟5號,
社頭鄉,房地(土地+建物),彰化縣社頭鄉仁愛三路,81.89,住,,,1120515,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,173.18,4,1,3,有,無,13000000,75066,,0.0,0,,RPQNMLSKNHIGFEN86DB,安家居,A棟7號,
北斗鎮,房地(土地+建物),彰化縣北斗鎮興農路二段141巷,89.42,,特定農業區,甲種建築用地,1120517,土地5建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,112.88,4,3,3,有,無,8200000,72644,,0.0,0,,RPPNMLSKNHIGFFN76CB,世紀北斗,B棟6號,
福興鄉,房地(土地+建物),彰化縣福興鄉福鹿段227-17地號,105.87,,特定農業區,甲種建築用地,1120518,土地6建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,236.19,5,3,5,有,無,22200000,93992,,0.0,0,二樓客變為公共衛浴,RPPNMLTKNHIGFCN56CB,泰銓翡翠苑,A6棟1號,
埔心鄉,房地(土地+建物)+車位,彰化縣埔心鄉員鹿路一段,25.89,,鄉村區,乙種建築用地,1120513,土地1建物1車位1,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,106.09,2,2,1,有,無,8840000,92791,坡道機械,21.06,950000,,RPTNMLTKNHIGFHN47CB,心里程,G棟8號,
員林市,房地(土地+建物)+車位,彰化縣員林市三多七街,26.8,住,,,1120512,土地2建物1車位1,一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,142.01,3,2,2,有,無,9000000,68670,坡道平面,29.88,1300000,,RPSNMLLLNHIGFDN88CB,合陽鼎峰,F2棟1F號,
員林市,房地(土地+建物)+車位,彰化縣員林市豐年街,26.68,住,,,1120516,土地1建物1車位1,七層,7,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,106.82,2,1,1,有,無,7690000,86998,一樓平面,33.37,1300000,,RPSNMLMLNHIGFDN98CB,璞樹心悅,A棟3號,
彰化市,房地(土地+建物)+車位,彰化縣彰化市茄苳路一段,19.29,住,,,1120516,土地1建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,121.79,2,2,1,有,無,10960000,101896,坡道平面,28.95,1500000,,RPQNMLMLNHIGFAN48CB,櫻花金馬之櫻,C棟6號,
彰化市,房地(土地+建物)+車位,彰化縣彰化市茄苳路一段,25.39,住,,,1120520,土地1建物1車位2,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,180.97,3,2,2,有,無,16220000,104168,坡道平面,57.9,3400000,,RPRNMLMLNHIGFAN58CB,櫻花金馬之櫻,A棟5號,
彰化市,房地(土地+建物)+車位,彰化縣彰化市茄苳路一段,19.8,住,,,1120515,土地1建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,124.87,2,2,1,有,無,11520000,102377,坡道平面,28.95,1700000,,RPSNMLMLNHIGFAN68CB,櫻花金馬之櫻,C棟5號,
彰化市,房地(土地+建物)+車位,彰化縣彰化市永安街418號旁,46.75,住,,,1120519,土地3建物1車位1,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,246.24,3,2,3,有,無,31400000,137696,坡道平面,32.0,1900000,,RPXNMLMLNHIGFAN56CB,君品大謙,A棟14號,
彰化市,房地(土地+建物)+車位,彰化縣彰化市永安街418號旁,33.13,住,,,1120517,土地3建物1車位1,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,182.06,3,2,2,有,無,22900000,139944,坡道平面,32.0,1900000,,RPOOMLMLNHIGFAN38CB,君品大謙,B棟14號,
彰化市,房地(土地+建物)+車位,彰化縣彰化市永安街418號旁,33.13,住,,,1120518,土地3建物1車位1,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,182.06,3,2,2,有,無,22900000,139944,坡道平面,32.0,1900000,,RPPOMLMLNHIGFAN48CB,君品大謙,C棟14號,
彰化市,房地(土地+建物)+車位,彰化縣彰化市中山路一段119巷及南興街交叉口,13.5,住,,,1120517,土地3建物1車位1,一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,90.28,1,0,0,有,無,12600000,221431,坡道平面,39.7,1400000,,RPOPMLMLNHIGFAN48CB,寶弘御璽,店C-1F棟店C號,
彰化市,房地(土地+建物)+車位,彰化縣彰化市中山路一段119巷及南興街交叉口,29.52,住,,,1120517,土地3建物1車位1,一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,150.28,1,0,0,有,無,23000000,194882,坡道平面,39.7,1450000,,RPPPMLMLNHIGFAN58CB,寶弘御璽,店B-1F棟店B號,
鹿港鎮,房地(土地+建物)+車位,彰化縣鹿港鎮廖厝巷,18.02,,一般農業區,甲種建築用地,1120518,土地2建物1車位1,七層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,94.07,2,1,1,有,無,7370000,95455,坡道平面,30.48,1300000,,RPRNMLMLNHIGFCN78CB,富旺艾美莊園,A棟7號,
鹿港鎮,房地(土地+建物)+車位,彰化縣鹿港鎮廖厝巷,18.02,,一般農業區,甲種建築用地,1120515,土地2建物1車位1,六層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,94.59,2,1,1,有,無,7360000,95298,坡道平面,31.0,1300000,,RPSNMLMLNHIGFCN88CB,富旺艾美莊園,B棟7號,
田中鎮,房地(土地+建物)+車位,彰化縣田中鎮員集路三段,21.84,,鄉村區,乙種建築用地,1120520,土地1建物1車位1,四層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,86.12,2,2,1,有,無,5220000,66088,升降機械,14.7,500000,,RPQNMLMLNHIGFEN88CB,弘景心世代,4F-D號,
福興鄉,房地(土地+建物),彰化縣福興鄉橫圳巷,30.2,,特定農業區,甲種建築用地,1120514,土地2建物1車位0,四層,6,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,85.46,2,1,1,有,無,5730000,67049,,0.0,0,,RPPNMLNLNHIGFCN68CB,雋邦 晴,D-4F號,
員林市,房地(土地+建物)+車位,彰化縣員林市三多五街、三多東街、三多六街,18.62,住,,,1120513,土地1建物1車位1,九層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,111.15,2,2,1,有,無,8770000,87977,坡道平面,26.81,1350000,坐落土地:彰化縣員林市僑愛段1269、1292、1293地號等3筆土地，經合併後為僑愛段1269地號1筆土地。,RPTNMLNLNHIGFDN56CB,昌祐時代,C棟09F號,
員林市,房地(土地+建物)+車位,彰化縣員林市三多五街、三多東街、三多六街,18.62,住,,,1120513,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,111.22,2,2,1,有,無,8770000,87904,坡道平面,26.81,1350000,坐落土地:彰化縣員林市僑愛段1269、1292、1293地號等3筆土地，經合併後為僑愛段1269地號1筆土地。,RPUNMLNLNHIGFDN66CB,昌祐時代,D棟10F號,
