編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPQNMLOJQHIGFDK78DA,19,15.79,住家用,鋼筋混凝土造,93年6月23日,三層,三層 陽台 雨遮,全筆移轉
RPQNMLOJQHIGFDK78DA,19,4.62,樓梯間、走廊,鋼筋混凝土造,93年6月23日,三層,,持分移轉
RPRNMLPKQHIGFCK98DA,,145.68,住家用,鋼骨水泥加強磚造,,二層,一層 二層 騎樓,全筆移轉
RPTNMLOKQHIGFBK98DA,31,54.94,住家用,鋼筋混凝土造,81年9月29日,十七層,六層 陽台,全筆移轉
RPTNMLOKQHIGFBK98DA,31,35.27,公共設施,鋼筋混凝土造,81年9月29日,十七層,,持分移轉
RPQNMLMLQHIGFBK58DA,1,97.01,住家用,鋼筋混凝土造,111年3月22日,五層,五層 陽台,全筆移轉
RPQNMLMLQHIGFBK58DA,1,20.57,本共有部分之項目有梯廳、樓梯間、電信室、管委會辦公室、電梯機房、水塔、停車空間（室內２輛）等７項。,鋼筋混凝土造,111年3月22日,五層,,持分移轉
RPSNMLNLQHIGFFK66DA,25,.10,警衛室,鋼筋混凝土造,87年12月2日,十層,一層,持分移轉
RPSNMLNLQHIGFFK66DA,25,.01,樓梯，機械室，水箱,鋼筋混凝土造,87年12月2日,十層,,持分移轉
RPSNMLNLQHIGFFK66DA,25,3.63,地下室,鋼筋混凝土造,87年12月2日,十層,,持分移轉
RPPNMLNLQHIGFBK58DA,42,63.18,住家用,加強磚造,70年12月28日,二層,一層 二層 陽台 見其他登記事項,持分移轉
RPRNMLMLQHIGFEK98DA,44,93.82,住家用,加強磚造,68年12月29日,二層,一層 二層,全筆移轉
RPSNMLLKQHIGFFK98DA,34,21.73,樓梯間，機械房,鋼筋混凝土造,78年7月14日,十層,,持分移轉
RPSNMLLKQHIGFFK98DA,34,322.63,住家用,鋼筋混凝土造,78年7月14日,十層,九層 陽台 電梯樓梯間,全筆移轉
RPRNMLPLQHIGFCK09DA,,107.88,住商用,鋼筋混凝土造,,二層,一層 二層 騎樓,全筆移轉
RPQNMLOKQHIGFDK88DA,21,580.88,見其他登記事項,鋼筋混凝土造,91年8月19日,三層,一層 二層 三層 陽台 平台 屋頂突出物,全筆移轉
RPUNMLMKQHIGFDK09DA,8,54.84,見其他登記事項,鋼筋混凝土造,104年11月5日,十五層,十層 陽台 雨遮,全筆移轉
