編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPPNMLSJOHIGFAV17CC,2,44.33,集貨包裝處理場,鋼骨造,110年3月18日,一層,,
RPPNMLNJPHIGFAV76CC,9,23.14,住宅、樓梯間,ＲＣ造,103年9月22日,三層,,
RPPNMLLJOHIGFAV09CC,2,77.00,騎樓、Ｈ２住宅、樓梯間,ＲＣ造,110年2月23日,四層,,
RPPNMLOJPHIGFAV86CC,46,94.20,店舖．住宅,鋼筋混凝土造,66年9月14日,三層,,
RPPNMLKKPHIGFAV56CC,27,40.82,集合住宅,鋼筋混凝土造,85年6月28日,九層,,
RPQNMLRKPHIGFAV37CC,25,226.80,避難室、店舖、停車空間、辦公室、騎樓,鋼筋混凝土造,87年12月24日,五層,,
RPPNMLMJQHIGFAV76CC,40,92.68,國民住宅,鋼筋混凝土造,72年10月19日,四層,,
RPPNMLMJQHIGFAV76CC,,4.78,樓梯間,鋼筋水泥,,四層,,
RPPNMLTJQHIGFAV47CC,42,90.93,住家用,鋼筋混凝土造,70年10月21日,七層,,
RPPNMLTJQHIGFAV47CC,,14.91,汽車昇降機間．避難室停車場,鋼筋混凝土造,,一層,,
RPPNMLTJQHIGFAV47CC,42,16.56,公共通道．水塔,鋼筋混凝土造,70年10月21日,七層,,
RPPNMLKKQHIGFAV66CC,1,19.80,Ｈ２集合住宅,ＲＣ造,111年7月28日,五層,,
RPPNMLKKQHIGFAV66CC,1,25.99,停車空間、機械室、樓梯間、梯廳,ＲＣ造,111年7月28日,五層,,
