編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPPNMLRJQHIGFAO09DA,39,74.55,住家用,鋼筋混凝土造,73年2月7日,四層,三層,全筆移轉
RPPNMLRJQHIGFAO09DA,,15.38,共有部分,鋼筋混凝土造,,四層,,持分移轉
RPTNMLOJQHIGFAO56DA,,336.00,商業用,鐵筋、磚造,,三層,一層 二層 三層 騎樓,全筆移轉
RPOPMLKKQHIGFAO58DA,16,.04,守衛室,鋼筋混凝土造,96年6月30日,六層,一層,持分移轉
RPOPMLKKQHIGFAO58DA,16,18.60,集合住宅,鋼筋混凝土造,96年6月30日,六層,六層 雨遮,全筆移轉
RPOPMLKKQHIGFAO58DA,16,10.26,共同使用部份,鋼筋混凝土造,96年6月30日,六層,,持分移轉
RPTQMLPKQHIGFAO07DA,43,99.84,住家用,加強磚造,69年3月13日,二層,一層 二層,全筆移轉
RPUNMLQKQHIGFAO96DA,28,125.88,住家用,鋼筋混凝土造,84年11月21日,三層,一層 二層 三層 陽台 平台,全筆移轉
RPXNMLQKQHIGFAO27DA,28,125.88,住家用,鋼筋混凝土造,84年11月21日,三層,一層 二層 三層 陽台 平台,全筆移轉
RPPOMLTJQHIGFAO76DA,17,.02,管理室,鋼筋混凝土造,95年12月20日,十三層,一層,持分移轉
RPPOMLTJQHIGFAO76DA,17,65.03,停車空間、開放空間、防空避難室,鋼筋混凝土造,95年12月20日,十三層,,持分移轉
RPROMLTJQHIGFAO96DA,28,69.15,住家用,鋼筋混凝土造,84年10月16日,十層,九層 陽台,全筆移轉
RPSNMLRKQHIGFAO86DA,29,91.24,住家用,鋼筋混凝土造,83年3月5日,四層,二層 陽台,全筆移轉
RPROMLTJQHIGFAO96DA,28,22.77,共有部分,鋼筋混凝土造,84年10月16日,十一層,,持分移轉
RPSNMLRKQHIGFAO86DA,29,10.70,共有部分,鋼筋混凝土造,83年3月15日,四層,,持分移轉
RPROMLTJQHIGFAO96DA,28,46.89,共有部分,鋼筋混凝土造,84年10月16日,十一層,,持分移轉
RPVNMLSKQHIGFAO37EA,25,1.45,社區活動中心,鋼筋混凝土造,87年6月23日,二十一層,一層 陽台 地下一層 地下二層 地下三層,持分移轉
RPVNMLSKQHIGFAO37EA,25,.29,社區活動中心,鋼筋混凝土造,87年6月23日,二十一層,一層 陽台,持分移轉
RPVNMLSKQHIGFAO37EA,23,86.21,集合住宅,鋼筋混凝土造,89年5月1日,二十層,十五層 陽台 花台,全筆移轉
RPVNMLSKQHIGFAO37EA,23,26.98,防空避難室、停車空間、中繼設備室,鋼筋混凝土造,89年5月1日,二十二層,,持分移轉
RPVNMLSKQHIGFAO37EA,23,37.49,防空避難室、停車空間,鋼筋混凝土造,89年5月1日,二十二層,,持分移轉
RPUOMLQKQHIGFAO07DA,9,85.96,集合住宅,鋼筋混凝土造,103年8月29日,十五層,十四層 陽台,全筆移轉
RPUOMLQKQHIGFAO07DA,9,22.50,共有部分,鋼筋混凝土造,103年8月29日,十五層,,持分移轉
RPUOMLQKQHIGFAO07DA,9,53.59,共有部分,鋼筋混凝土造,103年8月29日,十五層,,持分移轉
RPWOMLLLQHIGFAO86DA,27,25.00,住家用,鋼筋混凝土造,85年4月8日,六層,二層 陽台,持分移轉
RPWOMLLLQHIGFAO86DA,27,5.53,共有部分,鋼筋混凝土造,85年4月8日,六層,,持分移轉
RPWOMLLLQHIGFAO86DA,27,4.50,共有部分,鋼筋混凝土造,85年4月8日,六層,,持分移轉
