鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
鹽埕區,建物,高雄市鹽埕區府北路１號８樓之４,0.0,商,,,1120720,土地0建物1車位0,八層,12,套房(1房1廳1衛),,鋼筋混凝土造,0681218,38.56,1,0,1,有,有,有,8500,220,,0.0,0,,RPPNMLLJQHIGFAE57CC
鼓山區,建物,高雄市鼓山區文信路２０９號十一樓之３,0.0,商,,,1120718,土地0建物1車位0,十一層,11,套房(1房1廳1衛),住家用,鋼筋混凝土造,0850320,34.2,1,0,1,有,有,有,7500,219,,0.0,0,,RPQNMLLJQHIGFAE67CC
鼓山區,建物,高雄市鼓山區河西一路１４３９號十一樓,0.0,住,,,1120714,土地0建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960510,141.34,3,2,2,有,有,有,27000,191,坡道平面,19.51,0,,RPRNMLLJQHIGFAE77CC
前金區,建物,高雄市前金區七賢二路２８６號４F,0.0,商,,,1120714,土地0建物1車位0,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010926,87.25,2,2,1,有,有,有,18000,206,,0.0,0,,RPUNMLLJQHIGFAE08CC
前金區,房地(土地+建物),高雄市前金區允文街１７號５樓之２,11.9,商,,,1120727,土地1建物1車位0,五層,9,華廈(10層含以下有電梯),見其它登記事項,鋼筋混凝土,1080115,73.78,2,1,1,有,有,有,20000,271,,0.0,0,,RPVNMLLJQHIGFAE18CC
鼓山區,房地(土地+建物)+車位,高雄市鼓山區明華路３４３號１５樓,14.34,商,,,1120801,土地1建物1車位1,十五層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840110,162.01,3,2,2,有,有,無,25000,154,坡道機械,0.0,0,,RPWNMLLJQHIGFAE28CC
旗山區,房地(土地+建物),高雄市旗山區中山路１４９號１樓,159.0,商,,,1120725,土地2建物1車位0,全,3,透天厝,住商用,加強磚造,0500718,47.69,0,0,0,無,無,有,16500,346,,0.0,0,,RPPNMLLJQHIGFHE28CC
大寮區,建物,高雄市大寮區興隆路２１６號七樓,0.0,住,,,1120720,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830616,125.86,3,1,2,有,有,有,10000,79,,0.0,0,,RPPNMLLJQHIGFLE68CC
林園區,房地(土地+建物),高雄市林園區頂厝路２６巷５弄１６號,66.0,住,,,1120714,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0791220,142.56,4,2,3,有,無,有,11000,77,,0.0,0,,RPQNMLLJQHIGFLE78CC
鳥松區,建物,高雄市鳥松區松埔北巷１１之２１８號,0.0,,鄉村區,乙種建築用地,1120715,土地0建物1車位0,七層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,0790920,61.55,1,0,1,有,有,有,8500,138,,0.0,0,,RPPNMLLJQHIGFIE38CC
鳳山區,建物,高雄市鳳山區福祥街５０之４號,0.0,住,,,1120719,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0710212,58.349999999999994,2,1,1,有,有,有,7000,120,,0.0,0,,RPPNMLLJQHIGFGE18CC
