編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPRNMLKKQHIGFBP98EA,,215.30,住宅、停車空間、樓梯間,鋼筋混凝土造,112年4月20日,三層,一層 二層 三層 陽台 見其他登記事項,全筆移轉
RPQNMLKKQHIGFBP88EA,,215.05,住宅、停車空間、樓梯間,鋼筋混凝土造,112年4月20日,三層,一層 二層 三層 陽台 見其他登記事項,全筆移轉
RPPNMLOKQHIGFBP56EA,,240.33,住宅、停車空間、樓梯間,鋼筋混凝土造,112年4月20日,三層,一層 二層 三層 陽台 見其他登記事項,全筆移轉
RPQNMLOKQHIGFBP66EA,,211.54,住宅、停車空間、樓梯間,鋼筋混凝土造,112年4月20日,三層,一層 二層 三層 陽台 見其他登記事項,全筆移轉
RPPNMLMJQHIGFFP56DA,23,86.40,住家用,鋼筋混凝土造,89年8月25日,八層,三層 陽台,全筆移轉
RPPNMLMJQHIGFFP56DA,23,29.80,地下室、停車位,鋼筋混凝土造,89年8月25日,八層,,持分移轉
RPPNMLMJQHIGFFP56DA,23,12.66,共有部份,鋼筋混凝土造,89年8月25日,八層,,持分移轉
RPRNMLOKQHIGFAP56DA,19,209.04,住家用,鋼筋混凝土造,93年3月26日,四層,一層 二層 三層 四層,全筆移轉
RPQNMLQKQHIGFAP76EA,32,183.40,住家用,鋼筋混凝土造,80年3月25日,三層,一層 二層 三層,全筆移轉
RPQNMLQKQHIGFAP66DA,28,22.64,辦公室,鋼筋混凝土造,84年5月13日,十三層,十二層 陽台,全筆移轉
RPQNMLQKQHIGFAP66DA,28,3.85,共有部份,鋼筋混凝土造,84年5月13日,十三層,,持分移轉
RPQNMLQKQHIGFAP66DA,28,6.45,共有部份,鋼筋混凝土造,84年5月13日,十三層,,持分移轉
RPSNMLLKQHIGFAP98DA,24,99.94,住家用,鋼筋混凝土造,88年9月26日,五層,二層 三層 陽台,全筆移轉
RPSNMLLKQHIGFAP98DA,24,19.15,停車空間,鋼筋混凝土造,88年9月26日,五層,,持分移轉
RPSNMLLKQHIGFAP98DA,24,19.45,共有部份,鋼筋混凝土造,88年9月26日,五層,,持分移轉
RPQNMLLLQHIGFBP09EA,,227.61,住宅、停車空間、樓梯間,鋼筋混凝土造,112年4月20日,三層,一層 二層 三層 陽台 見其他登記事項,全筆移轉
RPPOMLLLQHIGFAP88DA,2,38.36,集合住宅,鋼筋混凝土造,110年6月10日,七層,三層 陽台,全筆移轉
RPPOMLLLQHIGFAP88DA,2,18.33,停車空間、管理委員會空間、樓梯間、走廊、車道、機械式、水箱,鋼筋混凝土造,110年6月10日,七層,,持分移轉
RPQNMLLLQHIGFEP66DA,28,202.26,住家用,鋼筋混凝土造,84年7月19日,三層,一層 二層 三層 陽台 電梯樓梯間,全筆移轉
RPRNMLKLQHIGFAP88DA,24,99.94,住家用,鋼筋混凝土造,88年9月26日,五層,二層 三層 陽台,全筆移轉
RPRNMLKLQHIGFAP88DA,24,19.15,停車空間,鋼筋混凝土造,88年9月26日,五層,,持分移轉
RPRNMLKLQHIGFAP88DA,24,19.45,共有部份,鋼筋混凝土造,88年9月26日,五層,,持分移轉
RPQNMLNLQHIGFAP09DA,25,57.63,共有部份,鋼筋混凝土造,88年2月2日,十層,,持分移轉
RPTNMLMLQHIGFFP17DA,25,18.65,避難室兼停車空間、水箱、消防機械室、台電受電室、電梯、樓梯間、車道,鋼筋混凝土造,88年1月13日,八層,,持分移轉
RPTNMLMLQHIGFFP17DA,25,8.71,電梯、樓梯間、機械室、水箱,鋼筋混凝土造,88年1月13日,八層,,持分移轉
RPTNMLMLQHIGFFP17DA,25,77.05,住家用,鋼筋混凝土造,88年1月13日,八層,四層 陽台,全筆移轉
RPSOMLSJQHIGFAP07DA,1,453.54,住宅、樓梯間,鋼筋混凝土造,111年5月22日,四層,一層 二層 三層 四層 陽台 屋頂突出物,全筆移轉
RPSNMLKLQHIGFAP98DA,25,25.24,住家用,鋼筋混凝土造,87年10月30日,十層,十層 陽台,全筆移轉
RPSNMLKLQHIGFAP98DA,25,8.10,共有部份,鋼筋混凝土造,87年10月30日,十層,,持分移轉
RPSNMLKLQHIGFAP98DA,25,5.03,共有部份,鋼筋混凝土造,87年10月30日,十層,,持分移轉
RPUNMLOKQHIGFAP86DA,42,110.11,住家用,加強磚造,70年7月2日,二層,一層 二層 電梯樓梯間,全筆移轉
RPWOMLRLQHIGFAP57DA,48,98.48,住家用,磚造,64年3月1日,一層,一層 騎樓,全筆移轉
RPPNMLTLQHIGFBP17EA,31,24.36,住家用,鋼筋混凝土造,81年7月17日,七層,四層 陽台,全筆移轉
RPPNMLTLQHIGFBP17EA,31,5.27,共有部份,鋼筋混凝土造,81年7月17日,七層,,持分移轉
