鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings,termination type
新市區,房地(土地+建物)+車位,臺南市新市區大社段2094地號,25.48,,鄉村區,乙種建築用地,1120511,土地1建物1車位1,五層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,126.31,3,2,2,有,無,9900000,80257,坡道平面,20.4,1400000,,RPUNMLLKNHIGFHD38CB,高第璞璞2,B棟5F-B3號,
仁德區,房地(土地+建物)+車位,臺南市仁德區二仁路,39.68,住,,,1120512,土地1建物1車位2,九層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,251.4,3,2,2,有,無,19270000,82581,坡道平面,52.08,2810000,,RPPNMLMKNHIGFID18DB,川邊澄,A5棟9號,
仁德區,房地(土地+建物)+車位,臺南市仁德區二仁路,39.68,住,,,1120512,土地1建物1車位2,十四層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,251.36,3,2,2,有,無,20270000,87866,坡道平面,52.08,2760000,,RPQNMLMKNHIGFID28DB,川邊澄,B5棟14號,
西港區,房地(土地+建物),臺南市西港區堀子頭65-39號,86.32,住,,,1120514,土地2建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,,173.02,4,2,3,有,無,13700000,79182,,0.0,0,,RPPNMLOKNHIGFGD08CB,開喜苑,B棟2號,
佳里區,房地(土地+建物),臺南市佳里區安南路5號旁,28.27,住,,,1120513,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,74.59,2,2,2,有,無,5020000,67301,,0.0,0,,RPRNMLPKNHIGFGD38CB,日光小鎮3,1棟D號,
仁德區,房地(土地+建物)+車位,臺南市仁德區二仁路,39.68,住,,,1120513,土地1建物1車位1,三層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,225.36,3,2,2,有,無,16270000,75607,坡道平面,26.04,1200000,,RPPNMLPKNHIGFID48DB,川邊澄,A5棟3號,
仁德區,房地(土地+建物)+車位,臺南市仁德區二仁路,39.68,住,,,1120513,土地1建物1車位1,四層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,225.36,3,2,2,有,無,16150000,75005,坡道平面,26.04,1200000,,RPQNMLPKNHIGFID58DB,川邊澄,A5棟4號,
後壁區,房地(土地+建物),臺南市後壁區後壁168-55號,131.51,住,,,1120515,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,209.09,4,2,4,有,無,14550000,69587,,0.0,0,,RPQNMLPKNHIGFED08CB,陽光米蘭七-境寬,A3號,
善化區,房地(土地+建物),臺南市善化區茄拔143之2前方,82.0,,鄉村區,乙種建築用地,1120513,土地2建物1車位0,全,1,透天厝,住家用,鋼筋混凝土造,,192.17,5,2,4,有,無,7550000,39288,,0.0,0,,RPQOMLPKNHIGFHD48CB,淳真年代2,D2棟0號,
